"","TP_COR_RACA","TP_ESCOLA","TP_SEXO","Q005","Q006","CO_PROVA_CN","CO_PROVA_CH","CO_PROVA_LC","CO_PROVA_MT","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO","SG_UF_RESIDENCIA"
"4399",3,1,"M",3,"B",392,396,400,404,659.8,668.9,593.9,722.2,920,"PI"
"4400",3,1,"M",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"4401",1,1,"M",1,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"4402",1,1,"F",4,"A",392,397,402,404,475.5,430.4,509.4,412.9,400,"SP"
"4403",1,1,"M",3,"C",391,397,402,403,576.7,580.4,541.5,522.9,540,"RJ"
"4404",3,1,"F",5,"D",392,395,399,404,619.3,585.5,570.3,602,500,"MG"
"4405",1,1,"M",5,"G",392,395,399,404,473.7,495.1,524.7,359.6,0,"PI"
"4406",1,1,"F",4,"G",393,398,401,406,398.3,494.1,520.3,588.4,960,"RS"
"4407",3,2,"F",4,"C",392,395,399,404,571.3,662.7,591.4,566,880,"AL"
"4408",0,1,"F",2,"C",394,396,400,405,607.9,657.8,650.1,508.6,860,"PE"
"4409",1,1,"M",2,"C",393,396,400,406,566.2,580.8,541.7,573.6,560,"SP"
"4410",1,2,"F",3,"C",394,395,399,405,479,488.3,547.7,530.9,520,"PE"
"4411",3,1,"F",4,"C",NA,395,399,NA,NA,367.6,413.7,NA,420,"DF"
"4412",3,1,"F",4,"C",392,397,402,404,451.5,440.3,467.8,498.4,0,"CE"
"4413",1,1,"F",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4414",1,1,"F",4,"G",393,397,402,406,536.5,559,580.2,640,700,"SP"
"4415",1,1,"F",3,"E",393,397,402,406,435.9,478.9,488.6,401.5,620,"SC"
"4416",3,3,"M",4,"J",391,396,400,403,517.5,546.3,504.5,543.6,660,"AL"
"4417",1,1,"M",1,"E",391,397,402,403,556.5,551.6,543.4,585.8,0,"RS"
"4418",2,2,"F",6,"B",392,396,400,404,457.4,537.7,543.2,509,500,"DF"
"4419",3,1,"F",4,"H",394,397,402,405,408.6,519.2,479.6,434,440,"PB"
"4420",1,1,"F",2,"H",392,395,399,404,638.9,642.9,622.2,658.8,920,"MG"
"4421",3,1,"F",3,"D",392,395,399,404,516.9,574.9,552.6,621,760,"MG"
"4422",3,1,"M",5,"C",391,397,402,403,540.1,454.1,487.3,437.1,420,"PA"
"4423",3,1,"F",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MA"
"4424",1,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4425",1,1,"F",4,"H",394,398,401,405,686.4,648.6,642,648.1,640,"MG"
"4426",2,2,"F",4,"B",394,395,399,405,410.4,452.3,474.6,446.2,440,"PE"
"4427",1,1,"F",4,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4428",1,1,"M",8,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF"
"4429",1,1,"F",3,"C",393,396,400,406,694.4,655.8,652.1,733.8,580,"PB"
"4430",1,1,"M",5,"C",393,398,401,406,457.1,498.6,492.4,407.6,620,"TO"
"4431",1,1,"F",4,"F",394,398,401,405,509.1,510.4,581,545.2,620,"RS"
"4432",3,1,"M",4,"G",393,395,399,406,508.5,521.4,515,407,540,"SC"
"4433",3,1,"M",4,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL"
"4434",3,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"4435",1,3,"F",3,"E",391,395,399,403,515,566.2,596.2,557.3,600,"SP"
"4436",1,3,"F",5,"I",394,396,400,405,425.3,537.1,572.7,528.6,600,"MG"
"4437",1,3,"M",2,"H",393,396,400,406,586.6,667.7,572.2,602.9,920,"CE"
"4438",3,1,"M",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"4439",2,1,"F",2,"C",391,397,402,403,411.5,476,433.5,515.1,340,"MG"
"4440",3,1,"M",5,"E",391,398,401,403,665.9,651.5,548.6,560.7,800,"PI"
"4441",3,2,"F",5,"B",394,395,399,405,512.9,524.1,506.7,620.3,740,"CE"
"4442",1,2,"F",4,"B",391,395,399,403,443.3,618.3,589.4,399.1,780,"RJ"
"4443",2,2,"F",4,"B",NA,398,401,NA,NA,432.5,469.7,NA,580,"BA"
"4444",1,1,"M",5,"B",394,395,399,405,402.4,418.6,427,383.8,500,"SP"
"4445",1,1,"M",4,"D",391,396,400,403,569.5,607.5,553.3,617.8,460,"RN"
"4446",3,1,"F",3,"B",394,395,399,405,455.8,450.2,356.6,416,400,"GO"
"4447",1,1,"F",5,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4448",3,1,"F",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"4449",2,1,"M",4,"C",393,398,401,406,431.1,580.7,537.3,419.4,320,"PE"
"4450",1,1,"M",1,"C",393,395,399,406,611.9,631.3,599,591.1,520,"RS"
"4451",3,1,"F",3,"C",392,396,400,404,429.7,482.2,520.8,478.2,580,"PA"
"4452",1,1,"F",4,"E",NA,397,402,NA,NA,574.5,604.2,NA,580,"SP"
"4453",1,1,"M",4,"J",393,396,400,406,707.8,701.6,629.9,848.5,760,"SP"
"4454",1,1,"F",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4455",3,2,"M",5,"C",393,398,401,406,519.2,473.8,526.3,509.4,600,"RJ"
"4456",1,1,"F",2,"B",393,397,402,406,568.9,534.2,547.1,511.4,460,"PI"
"4457",0,1,"F",3,"H",394,397,402,405,587.8,608.3,598.8,596.2,460,"RS"
"4458",3,1,"F",2,"C",391,397,402,403,624.8,616.8,609.9,676.4,700,"MG"
"4459",1,2,"F",4,"C",394,396,400,405,475.3,533.9,507.7,463.2,600,"SP"
"4460",1,3,"F",3,"Q",391,395,399,403,735.5,692.2,642.8,770.1,820,"AM"
"4461",1,1,"M",3,"D",393,396,400,406,508.4,431.1,549.9,672.2,0,"MS"
"4462",3,1,"M",2,"A",NA,398,401,NA,NA,482.7,406.6,NA,680,"CE"
"4463",3,1,"F",3,"F",391,397,402,403,516.5,560,543.1,548.9,640,"DF"
"4464",3,1,"F",3,"B",392,395,399,404,389.5,437,478.8,402.8,620,"PA"
"4465",3,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4466",3,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"4467",2,1,"F",2,"B",392,398,401,404,542.9,419.1,471.5,574.4,420,"RJ"
"4468",1,1,"M",5,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"4469",3,1,"F",4,"E",392,396,400,404,707.7,676.1,614.1,765.9,740,"PE"
"4470",1,2,"F",5,"K",394,396,400,405,603.1,613.2,587.2,575.2,620,"SP"
"4471",1,1,"F",4,"C",391,396,400,403,438.3,429.7,505.1,544.8,0,"AL"
"4472",3,1,"F",3,"C",394,396,400,405,455.7,424.8,456.7,353,580,"MG"
"4473",3,1,"M",2,"C",394,396,400,405,403.3,556.2,506.8,542.2,440,"MG"
"4474",3,1,"M",2,"B",392,396,400,404,429.8,505.7,459.5,469.3,560,"BA"
"4475",1,2,"F",3,"F",391,397,402,403,560.6,661,600,729.6,900,"RJ"
"4476",1,1,"F",5,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"4477",2,1,"M",3,"F",393,397,402,406,494.6,408.1,482.2,436.3,480,"RJ"
"4478",2,1,"M",3,"B",391,395,399,403,393.5,566.6,549.1,463.1,0,"MG"
"4479",3,2,"M",5,"H",393,397,402,406,586.1,594.5,564.8,633.8,620,"PE"
"4480",3,1,"M",1,"B",392,398,401,404,616.4,403.1,445.9,457,300,"PA"
"4481",1,1,"M",4,"D",NA,398,401,NA,NA,589.3,477.7,NA,520,"CE"
"4482",2,1,"F",4,"B",394,397,402,405,390.4,432,511.7,473.8,480,"BA"
"4483",3,1,"M",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"4484",1,1,"F",3,"B",393,397,402,406,459.1,525.6,548.7,557.7,680,"PE"
"4485",3,1,"M",4,"I",391,396,400,403,592.3,653.3,593.9,697.9,780,"BA"
"4486",1,1,"F",3,"J",392,396,400,404,668.6,663.4,589,652,780,"MG"
"4487",3,2,"M",5,"C",391,396,400,403,543,579.9,561.7,521.3,0,"PA"
"4488",1,1,"M",4,"D",NA,395,399,NA,NA,494.8,532.8,NA,540,"PR"
"4489",3,2,"F",5,"B",393,398,401,406,471.3,453.8,437.8,444.1,580,"CE"
"4490",1,1,"M",3,"C",391,398,401,403,589.3,556.6,545,608.8,580,"MG"
"4491",3,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4492",3,2,"F",5,"C",393,395,399,406,524.9,594.6,527.4,471.7,700,"BA"
"4493",3,1,"M",5,"J",394,395,399,405,585.3,463.6,532.9,495.9,580,"PR"
"4494",3,1,"F",3,"B",392,398,401,404,475.3,442.8,565.8,464.3,560,"PA"
"4495",1,1,"M",3,"G",391,396,400,403,653.8,613.7,641.5,744.5,540,"SP"
"4496",1,2,"F",4,"C",393,397,402,406,528.9,537.2,506.8,537,500,"SP"
"4497",1,1,"M",1,"F",NA,396,400,NA,NA,653.9,589.5,NA,520,"SP"
"4498",1,1,"F",2,"F",393,398,401,406,526.8,632.9,559.1,600.6,560,"MG"
"4499",3,1,"F",6,"C",392,397,402,404,503.6,407.2,430.2,392.5,540,"RN"
"4500",3,1,"F",3,"E",393,396,400,406,479.4,534,509.1,444.3,580,"MG"
"4501",2,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MA"
"4502",1,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4503",1,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4504",1,1,"F",4,"B",392,395,399,404,450.2,591.8,535,647,700,"CE"
"4505",3,1,"F",3,"B",394,395,399,405,539.1,586.4,567.1,499,480,"PA"
"4506",1,1,"F",3,"B",394,396,400,405,538.3,389.3,470.8,493.6,540,"RN"
"4507",1,1,"F",5,"J",394,397,402,405,587,586.2,470.1,513.8,740,"RJ"
"4508",1,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"4509",3,1,"M",2,"B",394,398,401,405,414.3,440.1,514.1,378.5,560,"MA"
"4510",1,1,"M",1,"B",391,396,400,403,669.4,677.4,636.6,837.2,660,"CE"
"4511",1,1,"F",4,"E",393,397,402,406,575.1,531.2,531.9,570.5,540,"SP"
"4512",1,1,"F",4,"J",391,396,400,403,603.1,624.3,580,593.1,500,"MG"
"4513",3,1,"F",5,"C",394,395,399,405,429.1,651.2,619.1,723.7,580,"CE"
"4514",2,1,"M",3,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"4515",1,1,"F",2,"C",393,398,401,406,400.6,444.5,517.2,466.2,520,"DF"
"4516",3,1,"F",5,"B",394,438,442,405,408.2,475.4,478.7,619.7,480,"PI"
"4517",2,1,"M",3,"C",393,396,400,406,538.2,494.2,564.1,661.1,500,"AL"
"4518",1,1,"F",4,"D",391,397,402,403,611.2,627.6,599.9,444.5,720,"MG"
"4519",3,1,"F",3,"D",394,398,401,405,584.1,556.6,577.6,552.6,680,"AM"
"4520",1,1,"F",4,"O",392,398,401,404,623.1,640.4,596.5,683.4,920,"RJ"
"4521",2,1,"M",1,"C",NA,396,400,NA,NA,399.9,484.7,NA,600,"PE"
"4522",4,1,"F",2,"C",392,397,402,404,451.5,538.8,555.4,669.6,660,"MG"
"4523",3,1,"F",5,"B",394,396,400,405,555.1,547.9,501.6,440.4,480,"PA"
"4524",1,1,"F",3,"E",393,396,400,406,448.3,568.2,569.4,528.8,440,"RS"
"4525",4,1,"M",3,"B",393,397,402,406,601.6,604.6,554.7,689,620,"BA"
"4526",1,1,"M",3,"E",393,397,402,406,604.3,574.2,555.8,730.3,520,"SC"
"4527",2,1,"M",6,"F",391,397,402,403,636.5,634,625.7,779.5,600,"RJ"
"4528",3,1,"F",2,"G",392,398,401,404,596.1,606,596.1,668.8,800,"MG"
"4529",3,1,"F",5,"E",391,397,402,403,391.3,512.4,498.7,447.8,560,"BA"
"4530",1,2,"M",3,"C",394,395,399,405,556.2,573.7,486.1,530.5,500,"SP"
"4531",1,1,"F",1,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4532",3,1,"F",20,"B",391,395,399,403,540.6,608.8,597.6,528.9,720,"RS"
"4533",1,1,"M",4,"D",392,398,401,404,423.5,499.8,438.7,369.1,400,"PA"
"4534",3,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"4535",1,1,"F",5,"E",391,398,401,403,653.4,670.4,601.1,779.6,840,"SP"
"4536",2,2,"F",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"4537",1,1,"M",3,"K",393,398,401,406,610.3,663.1,603.1,668.9,700,"SP"
"4538",3,2,"F",4,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AM"
"4539",3,1,"M",7,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4540",3,1,"F",3,"B",NA,395,399,NA,NA,426.8,477.1,NA,520,"PE"
"4541",2,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"4542",1,2,"F",7,"C",391,395,399,403,630.1,629.3,606.1,490.8,880,"MG"
"4543",3,2,"F",5,"C",394,398,401,405,494.2,541,570.6,469.5,900,"AL"
"4544",2,1,"M",3,"B",392,398,401,404,553.9,542.9,509,530.2,600,"MG"
"4545",1,1,"F",2,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC"
"4546",1,2,"F",6,"C",392,398,401,404,468.4,566.1,581.3,373.9,580,"PR"
"4547",3,1,"F",2,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"4548",4,1,"M",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MA"
"4549",3,1,"F",7,"C",394,396,400,405,551.9,580.8,600.4,406.4,500,"SP"
"4550",3,1,"F",4,"C",394,395,399,405,493.6,502.9,512.5,478.6,700,"TO"
"4551",1,3,"M",4,"Q",392,396,400,404,650.2,687.7,582.2,747.9,580,"PR"
"4552",1,1,"F",3,"K",391,396,400,403,596.7,639.3,584.3,667.2,560,"SE"
"4553",1,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4554",3,1,"M",4,"D",391,397,402,403,566.9,503.5,592.8,667.6,600,"ES"
"4555",2,1,"M",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4556",1,2,"F",5,"F",393,398,401,406,484.8,465.9,437.6,369.1,0,"RS"
"4557",3,1,"M",4,"G",394,398,401,405,520.2,503.7,483.7,517.5,400,"CE"
"4558",4,1,"M",3,"C",394,395,399,405,477.1,530.5,551,422.4,560,"PB"
"4559",1,1,"F",4,"C",392,395,399,404,532.6,556.3,556.9,523.8,660,"SC"
"4560",2,1,"M",5,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4561",3,1,"M",4,"H",392,396,400,404,623.6,601.4,566.1,654.1,640,"RO"
"4562",3,2,"F",4,"B",391,395,399,403,412.7,558.7,531.3,463.1,600,"CE"
"4563",3,1,"F",4,"C",392,397,402,404,558.6,547.3,558.2,483.4,0,"BA"
"4564",1,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"4565",1,1,"F",2,"E",393,398,401,406,449.6,539.4,562.6,587.1,680,"MS"
"4566",1,1,"F",3,"K",391,398,401,403,594.7,572.3,582.3,619.2,660,"DF"
"4567",1,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4568",3,1,"F",4,"C",394,397,402,405,529,449.6,482.3,416,620,"RJ"
"4569",1,1,"M",2,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES"
"4570",3,2,"M",3,"C",392,397,402,404,562.8,484.6,576.1,632.5,780,"CE"
"4571",1,1,"F",2,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"4572",3,1,"M",3,"F",393,395,399,406,634.7,606.4,543.8,725.6,560,"PR"
"4573",2,1,"F",2,"C",391,398,401,403,423.7,540.4,546.3,423.2,600,"PB"
"4574",3,1,"M",6,"D",392,396,400,404,457.4,361.5,481.8,536.7,540,"AM"
"4575",3,1,"M",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"4576",1,1,"F",2,"F",392,397,402,404,590.2,654.8,607.6,694.1,700,"RO"
"4577",3,1,"F",10,"B",NA,398,401,NA,NA,462,417,NA,0,"PE"
"4578",2,1,"M",3,"G",392,396,400,404,589.5,600.1,503.5,497,500,"RS"
"4579",3,1,"M",3,"G",391,398,401,403,479,576.2,579.7,605.9,500,"ES"
"4580",1,1,"M",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4581",3,1,"F",5,"H",394,398,401,405,534.2,513.2,486.4,431.4,540,"MA"
"4582",2,2,"F",4,"C",391,396,400,403,484.2,555.5,545.4,531.2,700,"BA"
"4583",3,1,"F",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4584",1,1,"F",3,"C",394,396,400,405,581.8,537,571.7,697.7,740,"CE"
"4585",3,3,"F",5,"C",394,397,402,405,405,581.5,536.3,385.5,920,"AL"
"4586",2,1,"M",3,"F",393,396,400,406,490.3,587.7,558.4,650.7,0,"BA"
"4587",1,1,"M",8,"K",391,396,400,403,455.9,573.3,571.2,682.1,560,"SP"
"4588",2,1,"M",3,"F",392,395,399,404,452.9,555.7,537.4,452.5,380,"BA"
"4589",3,1,"F",5,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"4590",3,1,"M",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"4591",1,1,"F",3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4592",1,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4593",2,1,"F",3,"H",394,397,402,405,525.1,605.8,597.9,571.9,740,"SP"
"4594",1,2,"M",4,"H",393,398,401,406,634.7,657,596.8,714.7,740,"MA"
"4595",1,1,"M",3,"C",391,398,401,403,402.6,521.3,468.8,488.2,460,"PR"
"4596",3,1,"M",3,"A",392,397,402,404,445.5,442,447.5,408,0,"MA"
"4597",3,1,"M",6,"C",391,396,400,403,488.3,443.3,464.8,478.2,320,"MT"
"4598",3,1,"F",2,"J",393,396,400,406,457.8,504,492.7,430.7,480,"PR"
"4599",1,3,"M",4,"B",394,395,399,405,612.8,595.3,543.8,634.3,840,"PA"
"4600",1,1,"F",4,"C",391,397,402,403,444.9,475.1,534.8,507.3,540,"SP"
"4601",2,1,"M",2,"B",391,395,399,403,745.1,664.8,629.7,902.8,800,"PI"
"4602",1,1,"F",6,"D",391,398,401,403,550,623.5,608.5,505.4,680,"CE"
"4603",1,1,"F",3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"4604",3,1,"M",2,"A",391,398,401,403,480.7,378,408.8,503.5,560,"MA"
"4605",3,1,"F",3,"C",394,397,402,405,465.7,577.7,487.6,545.7,600,"PE"
"4606",2,3,"M",4,"Q",393,398,401,406,700.2,619.4,599.5,870.3,680,"AM"
"4607",1,1,"M",4,"G",391,396,400,403,659.5,632.4,618,782.7,760,"SP"
"4608",3,1,"F",5,"G",391,397,402,403,393.6,529.2,577.4,466,520,"MG"
"4609",5,1,"F",2,"C",NA,395,399,NA,NA,474.8,483,NA,560,"BA"
"4610",3,1,"M",1,"C",392,398,401,404,412.1,473,456.7,497.2,660,"RJ"
"4611",1,1,"F",5,"L",393,395,399,406,632.7,630.4,573.6,682.9,880,"SE"
"4612",1,2,"M",3,"C",391,395,399,403,446.8,554.9,470.8,446.6,560,"RN"
"4613",1,2,"F",3,"C",392,398,401,404,506.2,509.8,519.4,395.7,540,"SP"
"4614",3,3,"M",4,"B",394,396,400,405,591.1,657.6,620.4,709.3,900,"MG"
"4615",2,2,"F",4,"D",391,396,400,403,498.6,535.8,488.7,544.5,520,"RJ"
"4616",3,2,"F",3,"B",391,398,401,403,469,498.7,494.2,466.9,580,"CE"
"4617",3,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AM"
"4618",1,1,"F",6,"G",NA,397,402,NA,NA,426.7,474.2,NA,0,"BA"
"4619",2,1,"M",3,"B",394,397,402,405,498.5,576.1,532.4,612.4,500,"CE"
"4620",1,1,"M",5,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4621",3,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"4622",3,1,"M",4,"G",394,398,401,405,622.5,571.5,630.2,787.2,740,"PR"
"4623",1,1,"F",4,"D",392,398,401,404,447.9,586.6,563.3,476.9,600,"RJ"
"4624",3,1,"M",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"4625",3,1,"F",9,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"4626",1,1,"F",4,"D",393,395,399,406,479,520.3,541.5,605.8,680,"MG"
"4627",3,2,"F",2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"4628",3,2,"F",4,"B",394,396,400,405,475.4,493.2,453,406.4,440,"BA"
"4629",1,1,"M",5,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TO"
"4630",3,1,"F",3,"G",391,397,402,403,453.9,411.1,506.5,497.6,420,"MG"
"4631",1,1,"M",4,"C",394,397,402,405,638.2,618.4,561,578.7,520,"GO"
"4632",2,1,"M",2,"L",393,398,401,406,544.5,614.5,599,628.6,600,"MT"
"4633",1,1,"M",4,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"4634",1,1,"F",4,"C",394,396,400,405,449.1,553.6,513.4,435.5,620,"MG"
"4635",1,1,"F",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"4636",2,1,"F",7,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"4637",0,1,"M",2,"C",392,398,401,404,470.8,503.3,465.4,419.9,640,"GO"
"4638",3,1,"F",4,"F",393,397,402,406,517.7,568.4,612.9,535.5,380,"RJ"
"4639",1,1,"M",4,"K",394,395,399,405,734.4,685.5,614.3,809.4,900,"MG"
"4640",1,1,"F",1,"B",391,398,401,403,472.6,422.9,531.6,474.7,540,"PB"
"4641",1,1,"F",3,"F",394,396,400,405,402.5,430.4,521.2,568.3,600,"SP"
"4642",1,2,"F",4,"B",391,398,401,403,417.1,466,497,466.7,420,"PR"
"4643",1,1,"F",4,"F",393,395,399,406,625,672.4,665.3,714,660,"RS"
"4644",2,1,"F",6,"D",392,396,400,404,408.2,428.5,441.9,412.7,600,"RJ"
"4645",3,1,"M",4,"B",394,397,402,405,530.1,568.2,469.6,511.6,520,"MG"
"4646",3,1,"M",3,"C",392,395,399,404,443.7,500.3,386.3,448.1,320,"SP"
"4647",1,2,"M",5,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4648",1,1,"M",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4649",1,1,"F",4,"D",393,397,402,406,534.2,546,507.9,474.9,680,"SP"
"4650",2,1,"F",3,"C",392,396,400,404,509.8,489.7,375.9,473.3,600,"RJ"
"4651",3,1,"F",4,"B",391,398,401,403,403,527.2,401.8,430.3,600,"PE"
"4652",1,1,"M",6,"F",393,398,401,406,629.4,551.6,534.8,751.5,720,"SP"
"4653",3,1,"M",1,"M",391,395,399,403,692.5,771.6,640,645.7,840,"MA"
"4654",1,2,"M",3,"B",392,395,399,404,529,528.3,559.5,559.3,540,"SP"
"4655",1,1,"F",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4656",1,1,"M",4,"D",392,397,402,404,534,498.6,480.6,442.6,680,"CE"
"4657",3,1,"F",5,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"4658",1,2,"M",3,"C",391,398,401,403,478.6,558.4,528,465.2,520,"SP"
"4659",3,1,"F",6,"D",394,395,399,405,560.9,538.2,521.1,518.4,560,"SP"
"4660",1,2,"F",3,"E",393,398,401,406,599.3,611.8,531.9,516.6,600,"MG"
"4661",2,2,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"4662",3,2,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"4663",3,1,"M",7,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PI"
"4664",3,2,"M",3,"C",391,398,401,403,517.6,524,483.1,435.9,440,"PE"
"4665",2,1,"M",4,"C",392,396,400,404,537.2,530.6,486.9,601.7,800,"PE"
"4666",3,2,"M",3,"C",394,397,402,405,582.9,584.2,478.8,467.2,460,"MG"
"4667",3,2,"F",5,"C",394,397,402,405,494.5,458.2,488.9,413.4,500,"SP"
"4668",1,2,"F",5,"C",391,398,401,403,469.4,432.8,462.7,440,620,"PB"
"4669",3,1,"F",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4670",2,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"4671",3,1,"F",3,"B",392,398,401,404,461.8,544.3,521.4,472.7,560,"AL"
"4672",1,1,"F",4,"H",394,395,399,405,539.3,581.7,548.9,494.9,660,"MA"
"4673",3,1,"F",2,"B",394,397,402,405,478.5,443.9,431.2,435.6,500,"BA"
"4674",3,1,"M",4,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4675",1,1,"M",4,"D",393,398,401,406,604.5,623.4,607.2,512.6,660,"RN"
"4676",2,1,"M",3,"D",393,396,400,406,543.4,593.8,568.5,551.7,0,"AL"
"4677",2,1,"M",2,"A",393,398,401,406,478.4,442.4,407.7,443.2,380,"DF"
"4678",3,1,"F",3,"C",393,395,399,406,382.8,434.1,456.1,497.6,540,"BA"
"4679",3,2,"F",5,"B",393,395,399,406,458.8,434.3,484.3,551.4,460,"CE"
"4680",3,2,"F",6,"B",392,395,399,404,532.5,576.6,534.4,525.2,720,"CE"
"4681",3,1,"M",3,"B",393,396,400,406,394,475.6,491.3,487.4,540,"PE"
"4682",3,1,"M",3,"B",393,397,402,406,505.6,438.7,501,525.7,540,"PE"
"4683",1,1,"F",3,"C",391,398,401,403,380.5,530.7,511,551.9,520,"SC"
"4684",1,1,"F",4,"L",392,396,400,404,656.7,670.8,625.2,717,880,"GO"
"4685",1,1,"F",4,"J",392,397,402,404,620.8,590.3,580.2,561.1,580,"MG"
"4686",4,1,"F",6,"B",393,395,399,406,539.2,472.9,482.3,505.4,500,"BA"
"4687",3,1,"M",4,"I",393,396,400,406,537.1,616,578.4,546.3,560,"MG"
"4688",1,2,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4689",3,2,"F",4,"F",392,395,399,404,481,418.9,540.8,522.3,520,"SC"
"4690",1,1,"M",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4691",3,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4692",3,1,"F",5,"D",393,398,401,406,480.1,635.7,579.2,555,940,"BA"
"4693",3,1,"F",3,"J",394,398,401,405,514.3,653.9,574,691.7,600,"SE"
"4694",2,1,"M",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
