"","TP_COR_RACA","TP_ESCOLA","TP_SEXO","Q005","Q006","CO_PROVA_CN","CO_PROVA_CH","CO_PROVA_LC","CO_PROVA_MT","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO","SG_UF_RESIDENCIA"
"4695",3,1,"M",3,"C",392,398,401,404,512.5,511.1,472.5,473.9,520,"MA"
"4696",4,1,"F",4,"G",394,398,401,405,480.6,513.3,524.2,545.8,320,"ES"
"4697",1,1,"F",3,"E",393,397,402,406,518.5,523.8,561.3,634.1,520,"SP"
"4698",3,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4699",3,1,"F",2,"C",393,397,402,406,492.9,582.5,578.9,514.1,560,"PR"
"4700",1,1,"F",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TO"
"4701",1,4,"F",4,"K",393,397,402,406,577.2,643.9,572.5,567.4,620,"RJ"
"4702",1,1,"F",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"4703",1,1,"M",4,"J",391,397,402,403,573.3,640.7,609.9,614.9,620,"PB"
"4704",2,1,"F",4,"D",393,398,401,406,468.3,537.9,508.2,445.5,480,"TO"
"4705",3,1,"F",6,"B",392,395,399,404,518.4,578.1,508.2,561.8,560,"ES"
"4706",1,2,"F",3,"D",393,396,400,406,539.4,548.7,545.9,555,600,"RJ"
"4707",1,3,"F",5,"E",394,396,400,405,660.5,447.8,522.6,502.8,880,"MT"
"4708",3,1,"F",1,"E",394,395,399,405,472.8,575.9,542.4,583.1,500,"MA"
"4709",2,2,"M",3,"D",393,397,402,406,595,647.1,512.8,555.2,640,"AP"
"4710",4,2,"M",4,"D",392,395,399,404,615.1,607.9,586.5,568.5,900,"PB"
"4711",1,1,"F",5,"E",391,396,400,403,567.4,621.7,534.6,720.2,740,"MG"
"4712",3,1,"F",3,"B",393,396,400,406,620.6,651.4,625.7,435.7,960,"PB"
"4713",3,1,"F",3,"C",394,397,402,405,461.9,481.8,458.6,397.9,540,"PI"
"4714",3,1,"M",4,"E",393,398,401,406,544.3,541.4,519.8,526.1,360,"AM"
"4715",1,1,"F",7,"F",393,396,400,406,488.4,590.8,589.5,476.4,600,"SP"
"4716",3,2,"F",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RO"
"4717",3,3,"F",4,"I",394,395,399,405,595.9,634.9,525.6,389.4,500,"MS"
"4718",3,1,"F",4,"B",391,398,401,403,555.3,453.1,545.9,519.8,820,"MA"
"4719",3,1,"M",6,"E",393,397,402,406,482.7,414.3,474.5,613.2,680,"BA"
"4720",3,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"4721",1,2,"F",3,"E",392,398,401,404,575.1,598.9,608.3,599.1,600,"SP"
"4722",4,1,"F",4,"B",394,398,401,405,560.6,430.1,534.8,457.2,540,"PA"
"4723",1,1,"M",2,"E",392,396,400,404,542.1,580.9,540.5,507.6,660,"SP"
"4724",2,2,"F",5,"C",391,397,402,403,474.7,455.7,425.5,374.5,540,"MT"
"4725",3,2,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES"
"4726",3,1,"M",4,"C",392,398,401,404,430.6,459.4,449.5,674.9,560,"AL"
"4727",1,1,"F",2,"B",391,396,400,403,435.9,579.6,552.6,531.9,660,"BA"
"4728",2,1,"F",6,"C",392,398,401,404,457.1,381.7,424.6,407.3,500,"PA"
"4729",3,2,"F",4,"E",393,395,399,406,602.6,606.1,543.9,489.5,720,"ES"
"4730",1,1,"M",3,"G",394,397,402,405,508.9,558.9,545.8,530.4,560,"MG"
"4731",3,1,"F",4,"G",391,396,400,403,472.7,581,536.3,453.2,880,"MG"
"4732",1,1,"M",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC"
"4733",3,2,"F",3,"C",391,398,401,403,536,555.3,577.5,494,640,"PA"
"4734",3,1,"M",8,"D",NA,398,401,NA,NA,538.6,518.5,NA,740,"AM"
"4735",3,1,"F",4,"C",391,398,401,403,591.5,574.5,582.7,608.9,620,"MG"
"4736",1,1,"F",4,"J",393,396,400,406,480.7,575.6,574.2,501.7,520,"SC"
"4737",4,2,"M",3,"C",392,395,399,404,602.6,609.7,629.5,579.1,800,"ES"
"4738",1,2,"F",5,"C",392,395,399,404,432.1,406.1,491,508,500,"RS"
"4739",1,2,"F",3,"C",394,397,402,405,496.3,532.5,556.9,474.6,0,"SP"
"4740",1,1,"M",1,"C",394,395,399,405,624.2,666.2,596.4,845.4,640,"AM"
"4741",3,1,"M",7,"F",394,396,400,405,457.2,583.2,524.8,504,480,"PA"
"4742",3,1,"F",4,"O",394,397,402,405,636.5,638.9,610.1,717.3,660,"TO"
"4743",2,1,"M",3,"H",392,396,400,404,554.7,628.9,585.1,679.7,620,"BA"
"4744",3,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4745",3,1,"F",4,"B",391,396,400,403,516.1,626.4,486.3,619.7,560,"AL"
"4746",2,1,"M",2,"B",393,397,402,406,503.5,519.5,546.3,527.9,540,"DF"
"4747",2,1,"F",4,"C",393,396,400,406,494.1,561.1,580.6,544.1,680,"MG"
"4748",1,1,"F",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4749",3,3,"F",4,"J",391,398,401,403,565.1,625.3,634.3,645.4,700,"MG"
"4750",1,1,"M",5,"B",392,398,401,404,471.1,472.6,517.2,574.7,400,"MG"
"4751",1,1,"M",3,"F",394,395,399,405,588.4,597.9,536.7,661.2,460,"ES"
"4752",4,1,"M",2,"B",393,395,399,406,591.8,569.9,546.1,562.1,460,"BA"
"4753",3,1,"F",4,"C",393,396,400,406,536.8,568.5,516.6,474.9,660,"BA"
"4754",1,2,"F",3,"E",392,396,400,404,430.4,477.4,480.2,499.1,480,"SP"
"4755",3,1,"M",2,"B",394,395,399,405,438.2,480.9,493.7,431.6,540,"BA"
"4756",1,1,"M",5,"C",394,398,401,405,598.9,655.1,580.8,677.1,660,"SP"
"4757",0,1,"F",3,"I",392,397,402,404,663.3,654.9,608.4,547.1,780,"SP"
"4758",3,1,"F",3,"F",391,395,399,403,550.9,588.7,559,433.1,620,"CE"
"4759",0,1,"F",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"4760",1,1,"M",4,"C",392,397,402,404,592.6,611.8,595.9,521.9,460,"SE"
"4761",1,1,"M",4,"E",392,397,402,404,514.4,568.8,579.1,510.2,700,"RN"
"4762",3,1,"F",4,"G",393,397,402,406,536.7,531.9,575.6,454.8,740,"RO"
"4763",1,1,"F",3,"G",392,398,401,404,445,578.2,548.5,360,460,"SP"
"4764",1,1,"M",4,"I",393,397,402,406,439,537,505.7,467,340,"SC"
"4765",1,2,"F",4,"C",392,396,400,404,462.9,452.8,416.1,430,560,"RS"
"4766",3,1,"M",3,"D",392,396,400,404,604.8,723.3,639.1,613.3,760,"GO"
"4767",3,1,"M",4,"D",394,398,401,405,512.6,552.7,514.7,457,0,"PA"
"4768",3,1,"M",4,"G",393,395,399,406,424.8,572,493.3,602.7,660,"SP"
"4769",3,1,"M",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4770",1,1,"F",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4771",3,1,"F",4,"G",393,396,400,406,520.5,534.4,578.7,530.9,600,"PR"
"4772",1,1,"F",6,"C",393,398,401,406,479,544.2,549.7,439.5,760,"MG"
"4773",2,1,"F",3,"B",394,398,401,405,556,585.4,559.2,568.9,0,"DF"
"4774",1,1,"F",4,"I",391,397,402,403,592.3,620.7,601.8,646.7,720,"CE"
"4775",2,1,"M",8,"E",393,398,401,406,419.1,440.7,571.8,564.6,680,"MG"
"4776",2,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TO"
"4777",3,1,"M",1,"C",393,395,399,406,526.6,434,463.6,351.5,0,"MG"
"4778",1,1,"F",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"4779",3,2,"F",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"4780",1,1,"M",3,"C",394,396,400,405,467.4,526.9,539.6,606.1,460,"SP"
"4781",1,1,"F",4,"E",394,395,399,405,512.9,582.5,582.2,651.9,520,"SP"
"4782",3,1,"F",4,"G",391,396,400,403,543.6,512.3,538.6,509.3,680,"RJ"
"4783",1,1,"M",4,"B",NA,398,401,NA,NA,415,500.9,NA,560,"MG"
"4784",2,1,"F",6,"B",394,395,399,405,662.8,630.5,580.2,407.7,680,"SP"
"4785",1,1,"M",3,"G",392,395,399,404,491.2,554,504.6,723.1,660,"SP"
"4786",2,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"4787",1,1,"M",4,"Q",392,396,400,404,702.7,741.8,646.5,755.8,840,"MA"
"4788",2,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4789",1,1,"M",4,"B",394,395,399,405,476.9,518.4,489.3,517.7,460,"MG"
"4790",3,2,"F",4,"C",393,395,399,406,444.6,488.2,475.5,461.3,0,"CE"
"4791",3,1,"F",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RR"
"4792",3,1,"F",4,"G",394,398,401,405,604.8,683.9,624.2,643,940,"RJ"
"4793",3,1,"M",3,"M",391,396,400,403,604.6,640.6,605.5,681,540,"GO"
"4794",3,1,"M",3,"B",392,398,401,404,442.4,517.8,529.2,522.6,580,"RN"
"4795",1,2,"F",4,"B",393,395,399,406,553.9,525.5,551.2,412,760,"CE"
"4796",1,3,"M",3,"I",394,395,399,405,621.2,693.9,604,820.3,700,"RJ"
"4797",0,1,"F",6,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4798",3,1,"F",4,"B",393,396,400,406,415,394.8,464.8,508.1,640,"PB"
"4799",3,1,"F",2,"D",392,397,402,404,434.6,484.9,486.2,443.6,580,"SP"
"4800",1,1,"F",3,"F",391,398,401,403,567.7,530.3,551.6,570.1,680,"PE"
"4801",3,2,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4802",1,1,"F",3,"C",393,398,401,406,476,535.7,491.3,590.5,480,"RN"
"4803",1,1,"F",4,"D",393,397,402,406,595.5,563,607.1,681.2,620,"SP"
"4804",3,1,"F",6,"D",394,395,399,405,499.4,616.1,566.9,540.2,580,"GO"
"4805",2,2,"M",4,"D",391,398,401,403,564.1,461.6,449.1,603.4,480,"MA"
"4806",2,2,"M",4,"B",393,396,400,406,651.6,701.1,656.9,729.5,860,"AL"
"4807",3,1,"M",3,"F",394,395,399,405,478,499.7,498.7,373.5,460,"SP"
"4808",3,1,"M",3,"B",391,398,401,403,503.8,425.6,359.1,481.9,720,"CE"
"4809",1,1,"F",4,"F",392,395,399,404,574.7,596.8,565,574.6,680,"MG"
"4810",3,2,"F",3,"B",394,396,400,405,492.7,428.4,510.3,505.5,0,"MG"
"4811",3,1,"F",3,"C",394,398,401,405,463.3,455.2,412.6,429.6,320,"SE"
"4812",2,1,"M",3,"B",391,395,399,403,439.9,590.9,508.9,454.1,0,"BA"
"4813",3,1,"F",4,"C",391,395,399,403,480.9,490.7,487.6,427,560,"RO"
"4814",1,2,"F",2,"C",394,395,399,405,515.9,487.9,529.6,511.1,440,"MS"
"4815",2,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4816",3,1,"M",6,"D",391,398,401,403,583.1,632.6,549.7,639.3,700,"PA"
"4817",3,1,"M",3,"C",393,395,399,406,633.6,626,587,620.6,580,"PE"
"4818",3,1,"M",3,"C",394,396,400,405,437.2,617.2,528.2,518.6,600,"MA"
"4819",3,1,"F",5,"F",391,396,400,403,696.2,635.7,610.8,691.4,780,"MG"
"4820",3,1,"M",3,"F",392,395,399,404,704.6,686.5,582.6,849.4,820,"CE"
"4821",2,2,"M",3,"B",392,398,401,404,579.8,558.3,497.8,439.6,580,"PI"
"4822",3,2,"M",5,"C",392,398,401,404,398.9,427.9,475.8,479.5,420,"CE"
"4823",3,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"4824",1,1,"F",3,"C",391,395,399,403,427.1,522.4,514.7,386.7,600,"RS"
"4825",2,1,"M",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF"
"4826",2,1,"M",5,"B",391,395,399,403,508.9,524.4,426.5,418.3,700,"RJ"
"4827",3,1,"M",13,"M",391,396,400,403,602.7,644.5,550.1,630.9,680,"MA"
"4828",2,1,"F",5,"H",392,395,399,404,565.1,458.9,518.4,563.8,560,"GO"
"4829",1,1,"F",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4830",3,1,"F",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4831",3,1,"F",4,"B",391,398,401,403,443.5,534.7,539.6,639.1,740,"SP"
"4832",1,1,"M",4,"B",394,396,400,405,572.3,533,483.6,492.5,600,"RN"
"4833",1,2,"F",3,"J",393,396,400,406,517.7,612.4,578.6,723.5,740,"RS"
"4834",1,1,"M",4,"C",NA,396,400,NA,NA,600.9,538.8,NA,520,"RS"
"4835",3,1,"M",2,"E",394,398,401,405,443.5,583.4,550.1,386,540,"RR"
"4836",3,1,"F",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"4837",3,1,"F",2,"C",394,398,401,405,484.5,604.5,559,524.8,680,"MG"
"4838",0,1,"F",2,"C",393,396,400,406,455.2,516.7,466.2,445.9,500,"BA"
"4839",1,1,"F",5,"B",393,396,400,406,423.9,490.6,438.1,498.3,500,"PE"
"4840",1,1,"M",4,"D",392,397,402,404,538.1,574.3,503.1,429.9,680,"CE"
"4841",1,1,"F",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC"
"4842",3,1,"F",4,"E",391,397,402,403,484.2,548.8,507.7,549.7,740,"BA"
"4843",2,1,"F",1,"C",393,395,399,406,470.6,532.7,562.9,517.9,560,"SP"
"4844",3,1,"F",2,"H",391,396,400,403,507.8,515.2,537,552.2,720,"MT"
"4845",1,1,"F",5,"B",NA,395,399,NA,NA,517.7,540.6,NA,760,"PE"
"4846",1,1,"M",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"4847",1,1,"F",5,"G",394,395,399,405,496.6,663.5,569.2,711.9,560,"RJ"
"4848",3,1,"F",4,"H",394,397,402,405,606.1,627.3,618.5,574.5,660,"SE"
"4849",1,1,"M",4,"J",394,397,402,405,638.3,611.5,530.4,670.2,600,"RJ"
"4850",1,1,"F",5,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE"
"4851",1,1,"F",3,"E",393,397,402,406,574.4,471.1,596.4,437.7,720,"GO"
"4852",3,1,"F",5,"D",392,395,399,404,534.6,562.4,575.1,521.1,720,"SP"
"4853",2,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF"
"4854",3,2,"F",3,"B",392,397,402,404,561.2,440.2,542.3,401.8,640,"PE"
"4855",1,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4856",1,1,"F",4,"E",392,395,399,404,520.9,487.3,539.8,418.6,520,"SP"
"4857",1,1,"M",3,"I",393,395,399,406,462.4,561.9,540.1,586.1,480,"GO"
"4858",1,1,"M",2,"H",394,398,401,405,541.8,572.1,527.5,625.9,580,"PE"
"4859",3,2,"F",4,"B",394,396,400,405,408.3,582.4,546.8,380.8,560,"MG"
"4860",3,1,"M",4,"C",394,397,402,405,554.3,646.2,541.2,587.1,720,"BA"
"4861",2,1,"F",5,"C",391,396,400,403,579.3,592.8,590.1,465.7,640,"BA"
"4862",3,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"4863",1,1,"M",5,"H",393,396,400,406,598.4,620,588.5,623.7,780,"BA"
"4864",3,2,"F",6,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"4865",3,2,"M",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4866",3,2,"M",4,"E",392,398,401,404,661.1,664,597.3,629.4,900,"PA"
"4867",3,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"4868",3,1,"M",4,"B",394,397,402,405,441.5,581.7,570.3,706,640,"CE"
"4869",3,1,"F",2,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC"
"4870",3,1,"F",7,"E",393,396,400,406,567.7,536.1,532.7,575,580,"MG"
"4871",2,1,"M",3,"B",394,395,399,405,473.1,529,486.9,574.1,0,"PE"
"4872",1,1,"F",4,"E",393,396,400,406,420,562.3,526.3,469.6,640,"SP"
"4873",3,3,"F",4,"G",392,395,399,404,580.8,628,575.5,755.9,900,"SE"
"4874",1,3,"F",2,"J",392,398,401,404,696.5,697,673.4,739.5,700,"DF"
"4875",1,3,"M",3,"I",394,396,400,405,620.5,663.3,596.1,724.9,640,"SC"
"4876",3,2,"F",3,"B",391,397,402,403,530.7,555.6,520.7,606.1,600,"PE"
"4877",2,2,"F",4,"F",392,395,399,404,455.5,550.9,513.3,493.8,400,"RJ"
"4878",3,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC"
"4879",1,1,"M",4,"G",391,397,402,403,473.9,499.9,509.5,607.4,720,"MA"
"4880",1,1,"F",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF"
"4881",2,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"4882",2,1,"F",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"4883",1,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES"
"4884",2,1,"F",2,"J",393,398,401,406,639.2,623,622.2,654.1,700,"MG"
"4885",3,1,"F",6,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"4886",1,1,"M",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"4887",3,1,"M",5,"H",394,395,399,405,565.2,528.9,543,582.3,0,"PA"
"4888",1,2,"F",4,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"4889",0,1,"M",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"4890",3,1,"M",1,"B",393,398,401,406,602,560.4,565.6,621.7,400,"BA"
"4891",2,1,"F",4,"C",391,396,400,403,473.2,510.4,532,397,420,"MG"
"4892",1,3,"M",4,"M",392,396,400,404,487.8,575.3,496.1,658,600,"RJ"
"4893",3,1,"F",5,"C",392,397,402,404,496.6,454.4,433.3,408.6,480,"AL"
"4894",1,1,"M",5,"D",393,396,400,406,463.2,434.5,411.4,615.2,400,"SP"
"4895",1,1,"F",6,"E",NA,396,400,NA,NA,524.3,519.7,NA,560,"PR"
"4896",2,1,"F",3,"B",392,397,402,404,537,558.1,566,445,560,"BA"
"4897",4,1,"M",5,"B",391,396,400,403,460.6,448.1,404.9,432.2,480,"MG"
"4898",1,1,"M",4,"P",392,397,402,404,691.6,651.4,626.7,870.6,820,"SP"
"4899",1,2,"M",3,"D",394,398,401,405,447.7,592.4,550.8,422.8,480,"SP"
"4900",3,1,"F",4,"H",394,398,401,405,533.1,633.5,548.5,410.3,960,"PA"
"4901",3,1,"M",3,"D",391,398,401,403,501.8,571.7,521.6,611.7,540,"BA"
"4902",1,1,"F",3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4903",1,1,"F",3,"I",391,397,402,403,501,572.4,566.9,540.9,680,"SP"
"4904",1,1,"M",3,"D",393,398,401,406,593.8,580.1,483.8,605.2,440,"RJ"
"4905",1,3,"M",4,"P",394,397,402,405,430.4,520.6,567.3,368,800,"MG"
"4906",3,1,"F",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC"
"4907",3,2,"M",7,"C",391,396,400,403,623.7,554.3,508.1,520.7,720,"BA"
"4908",1,1,"M",2,"C",393,398,401,406,496.3,483,554.1,609.1,620,"PR"
"4909",3,1,"F",4,"G",394,397,402,405,500.7,550.1,472.1,523.6,600,"SP"
"4910",3,1,"M",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4911",1,1,"M",3,"E",393,395,399,406,654.1,697.4,545.1,685.2,360,"RS"
"4912",2,2,"M",4,"C",392,398,401,404,446.3,543.7,547.6,563.6,520,"SP"
"4913",3,1,"M",3,"F",391,397,402,403,466.8,597.7,588.4,649,660,"PE"
"4914",3,1,"F",3,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"4915",3,1,"F",5,"E",NA,395,399,NA,NA,458,433.8,NA,480,"PA"
"4916",3,2,"F",4,"B",392,396,400,404,552,552.8,521.8,393.5,540,"AM"
"4917",3,1,"F",4,"B",393,396,400,406,470.1,587.7,529.6,449.6,640,"PE"
"4918",3,2,"F",6,"D",393,396,400,406,563.9,587.5,618.6,540.3,580,"MT"
"4919",3,1,"F",7,"B",391,395,399,403,443.8,462.4,468.1,425,540,"MA"
"4920",3,1,"F",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"4921",2,1,"F",6,"C",391,395,399,403,526.2,532.2,523.7,360.5,560,"PA"
"4922",2,1,"M",5,"G",392,397,402,404,543.8,565.9,506.9,665.5,620,"SP"
"4923",2,1,"F",2,"C",393,396,400,406,553.6,538.9,535.5,554.5,0,"SP"
"4924",2,1,"M",5,"B",392,398,401,404,558.4,549.2,466.5,426.4,640,"MA"
"4925",1,1,"M",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4926",1,1,"F",2,"D",393,396,400,406,528.7,580.1,502.3,486.3,560,"RS"
"4927",2,2,"F",3,"C",393,398,401,406,524.5,562.7,556.5,674.7,560,"ES"
"4928",1,1,"F",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"4929",1,2,"F",3,"C",391,398,401,403,433.9,383.9,410.2,457.8,480,"RS"
"4930",3,1,"M",6,"F",392,396,400,404,605.9,613.7,565.6,681.5,560,"SP"
"4931",1,1,"F",3,"G",394,397,402,405,728.8,686.8,614.8,863.7,940,"CE"
"4932",1,1,"F",3,"D",392,398,401,404,442.9,387.2,477.1,535,560,"ES"
"4933",1,1,"F",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4934",2,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"4935",3,1,"M",3,"B",394,396,400,405,560.6,430.1,446.6,589.8,500,"MT"
"4936",3,1,"F",5,"C",394,398,401,405,525.4,623.1,557.4,540.8,520,"SP"
"4937",3,1,"F",3,"I",394,398,401,405,521.6,432.2,587.6,612.9,600,"BA"
"4938",1,1,"F",4,"B",392,398,401,404,487.6,588,581.4,421,580,"SP"
"4939",3,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC"
"4940",3,1,"F",2,"B",392,398,401,404,456.8,447.6,400.1,440.7,540,"PB"
"4941",1,2,"M",3,"C",NA,395,399,NA,NA,562.1,531.7,NA,400,"RJ"
"4942",1,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4943",3,2,"F",4,"F",394,397,402,405,512.1,572.8,556.3,497.1,600,"MG"
"4944",3,1,"M",5,"B",392,398,401,404,480,495.7,528,505.7,540,"PA"
"4945",2,1,"F",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4946",3,1,"M",3,"G",392,398,401,404,658.9,663.9,604.1,845.8,880,"MG"
"4947",3,2,"M",5,"C",394,395,399,405,560.6,537.7,569.8,543.7,600,"RJ"
"4948",0,1,"F",2,"F",392,396,400,404,597.4,643.6,598.9,638.8,620,"RS"
"4949",1,1,"M",4,"G",394,396,400,405,570.4,561.9,513.4,582.4,500,"MG"
"4950",1,1,"F",3,"A",391,397,402,403,409.8,595.4,511.1,505.9,820,"SP"
"4951",3,1,"M",6,"C",392,398,401,404,552.8,364.6,421.5,583,0,"RJ"
"4952",1,2,"M",2,"C",394,395,399,405,646.5,656.1,534.5,692.7,580,"SC"
"4953",1,1,"M",3,"G",393,398,401,406,492.9,543,527.5,539.4,600,"RJ"
"4954",3,1,"M",3,"E",394,396,400,405,511.3,521.3,473.3,524.7,480,"PB"
"4955",2,1,"F",3,"C",391,398,401,403,379.8,526.9,488.4,435.1,520,"MG"
"4956",1,1,"F",4,"C",394,395,399,405,569.7,530.8,572.1,624.5,360,"SP"
"4957",3,2,"F",4,"E",392,396,400,404,483.6,484.7,523.2,596.5,600,"MT"
"4958",3,1,"M",6,"B",394,395,399,405,509,517,483.6,475.1,540,"MA"
"4959",3,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"4960",1,1,"M",2,"C",393,398,401,406,498.3,528,537.8,408,660,"SP"
"4961",3,1,"F",3,"G",391,397,402,403,577.8,662.6,517.3,739.2,700,"RJ"
"4962",3,1,"M",6,"E",NA,398,401,NA,NA,614.8,577.8,NA,320,"BA"
"4963",3,1,"F",2,"H",394,397,402,405,605.5,607,605.7,459.7,520,"MG"
"4964",3,2,"F",10,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PI"
"4965",3,1,"F",2,"E",393,396,400,406,556.5,540.8,589,491.5,500,"GO"
"4966",3,1,"F",3,"C",391,397,402,403,623.9,593.9,557.4,505.8,820,"CE"
"4967",3,1,"F",4,"C",393,398,401,406,540.6,564.8,523.4,533.3,560,"SE"
"4968",3,2,"F",5,"C",393,396,400,406,396.2,491.2,544.7,389.1,680,"AM"
"4969",1,1,"F",6,"F",394,395,399,405,503.5,531.1,516.1,542.7,380,"SP"
"4970",2,1,"F",3,"B",391,398,401,403,387,553.1,536,467.3,460,"SP"
"4971",1,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"4972",3,1,"F",3,"B",391,397,402,403,402.3,457.2,478.6,417.7,480,"BA"
"4973",3,1,"M",3,"G",394,395,399,405,592.5,598.1,545.1,608.9,600,"SP"
"4974",1,1,"M",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4975",3,2,"M",3,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"4976",3,2,"F",3,"C",393,397,402,406,589.2,634.8,564,573.2,580,"GO"
"4977",3,1,"F",5,"D",394,398,401,405,525.6,519.3,461.4,439.1,500,"MG"
"4978",1,1,"F",4,"K",393,398,401,406,608.1,648.4,579.9,662,460,"MG"
"4979",2,1,"M",4,"O",392,397,402,404,728.3,701,647.5,919.5,840,"SP"
"4980",1,1,"M",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"4981",1,1,"F",1,"C",394,395,399,405,503.7,564.8,550,384.6,620,"DF"
"4982",0,1,"M",4,"G",394,395,399,405,544,661,586.7,595.5,600,"SP"
"4983",2,1,"M",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"4984",2,1,"M",2,"J",391,397,402,403,610,674.3,614.5,695.2,680,"MG"
"4985",3,1,"F",3,"E",392,395,399,404,480.8,592,542.2,414.7,620,"SP"
"4986",3,1,"M",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"4987",3,1,"M",5,"K",394,397,402,405,548.6,646.2,538.8,603.7,840,"MA"
"4988",0,1,"F",4,"C",393,395,399,406,466.5,573.3,570.1,609.2,860,"SP"
"4989",1,1,"F",4,"O",394,396,400,405,653.2,631.8,594.9,542.9,580,"DF"
"4990",3,1,"F",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
