ID,LATITUDE,LONGITUDE,Mun/UF,MUNICIPIO,UF,Valor
296,-10.6,-38.38,CICERO DANTAS - BA,CICERO DANTAS,BA,17.891.080.139.978
297,-11.1,-38.51,CIPO - BA,CIPO,BA,80.394.602.852.419
298,-14.64,-39.55,COARACI - BA,COARACI,BA,17.550.311.188.146
299,-14.18,-44.53,COCOS - BA,COCOS,BA,10.919.868.422.021
300,-12.5,-38.99,CONCEICAO DA FEIRA - BA,CONCEICAO DA FEIRA,BA,10.659.386.253.962
301,-12.8,-39.16,CONCEICAO DO ALMEIDA - BA,CONCEICAO DO ALMEIDA,BA,12.849.006.194.206
302,-11.56,-39.28,CONCEICAO DO COITE - BA,CONCEICAO DO COITE,BA,35.259.005.372.277
303,-12.42,-38.72,CONCEICAO DO JACUIPE - BA,CONCEICAO DO JACUIPE,BA,15.155.047.692.958
304,-11.81,-37.61,CONDE - BA,CONDE,BA,11.839.315.002.165
305,-14.89,-41.96,CONDEUBA - BA,CONDEUBA,BA,11.366.904.306.269
306,-13.76,-41.04,CONTENDAS DO SINCORA - BA,CONTENDAS DO SINCORA,BA,33.407.380.422.291
307,-12.23,-38.75,CORACAO DE MARIA - BA,CORACAO DE MARIA,BA,15.640.210.328.725
308,-15.03,-41.93,CORDEIROS - BA,CORDEIROS,BA,72.960.588.881.978
309,-13.82,-44.45,CORIBE - BA,CORIBE,BA,10.915.920.680.975
310,-10.28,-37.92,CORONEL JOAO SA - BA,CORONEL JOAO SA,BA,13.153.817.684.368
311,-13.34,-44.63,CORRENTINA - BA,CORRENTINA,BA,18.211.649.478.634
312,-12.02,-44.25,COTEGIPE - BA,COTEGIPE,BA,80.845.771.501.757
313,-13.35,-39.81,CRAVOLANDIA - BA,CRAVOLANDIA,BA,30.090.439.926.519
314,-11.51,-38.15,CRISOPOLIS - BA,CRISOPOLIS,BA,1.082.202.948.463
315,-12.23,-44.42,CRISTOPOLIS - BA,CRISTOPOLIS,BA,8.541.879.443.991
316,-12.67,-39.1,CRUZ DAS ALMAS - BA,CRUZ DAS ALMAS,BA,32.023.655.760.869
317,-8.99,-39.9,CURACA - BA,CURACA,BA,17.436.164.243.149
318,-14.43,-39.9,DARIO MEIRA - BA,DARIO MEIRA,BA,10.408.813.612.118
319,-12.61,-38.29,DIAS D'AVILA - BA,DIAS D'AVILA,BA,22.986.809.846.386
320,-13.76,-41.77,DOM BASILIO - BA,DOM BASILIO,BA,68.802.530.654.185
321,-12.9,-39.19,DOM MACEDO COSTA - BA,DOM MACEDO COSTA,BA,24.613.881.997.109
322,-12.94,-39.52,ELISIO MEDRADO - BA,ELISIO MEDRADO,BA,48.431.370.800.774
323,-15.53,-40.9,ENCRUZILHADA - BA,ENCRUZILHADA,BA,20.930.667.521.342
324,-11.94,-38.08,ENTRE RIOS - BA,ENTRE RIOS,BA,22.066.268.345.327
325,-13.41,-42.14,ERICO CARDOSO - BA,ERICO CARDOSO,BA,64.690.252.887.309
326,-11.79,-37.94,ESPLANADA - BA,ESPLANADA,BA,16.709.100.158.166
327,-10.5,-39.01,EUCLIDES DA CUNHA - BA,EUCLIDES DA CUNHA,BA,3.453.204.959.682
328,-16.37,-39.58,EUNAPOLIS - BA,EUNAPOLIS,BA,52.807.708.323.281
329,-10.6,-38.21,FATIMA - BA,FATIMA,BA,12.125.688.593.366
330,-14.2,-44.28,FEIRA DA MATA - BA,FEIRA DA MATA,BA,40.027.216.253.611
331,-12.26,-38.96,FEIRA DE SANTANA - BA,FEIRA DE SANTANA,BA,450487
332,-10.74,-40.13,FILADELFIA - BA,FILADELFIA,BA,1.108.408.809.792
333,-14.98,-39.92,FIRMINO ALVES - BA,FIRMINO ALVES,BA,39.924.226.863.295
334,-14.86,-39.66,FLORESTA AZUL - BA,FLORESTA AZUL,BA,88.516.503.493.428
335,-11.04,-45.19,FORMOSA DO RIO PRETO - BA,FORMOSA DO RIO PRETO,BA,10.430.939.211.284
336,-13.74,-39.48,GANDU - BA,GANDU,BA,19.480.147.540.585
337,-11.47,-39.78,GAVIAO - BA,GAVIAO,BA,32.270.036.896.376
338,-11.42,-42.5,GENTIO DO OURO - BA,GENTIO DO OURO,BA,61.096.153.451.684
339,-9.33,-38.25,GLORIA - BA,GLORIA,BA,86.852.990.238.637
340,-14.32,-39.46,GONGOGI - BA,GONGOGI,BA,76.437.773.448.109
341,-12.6,-39.04,GOVERNADOR MANGABEIRA - BA,GOVERNADOR MANGABEIRA,BA,11.017.496.966.238
342,-14.54,-41.94,GUAJERU - BA,GUAJERU,BA,78.819.754.029.078
343,-14.22,-42.78,GUANAMBI - BA,GUANAMBI,BA,42.482.213.104.939
344,-16.58,-39.78,GUARATINGA - BA,GUARATINGA,BA,1.605.537.650.833
345,-10.68,-38.28,HELIOPOLIS - BA,HELIOPOLIS,BA,77.970.195.550.078
346,-12.76,-40.21,IACU - BA,IACU,BA,18.634.790.648.562
347,-14.25,-42.25,IBIASSUCE - BA,IBIASSUCE,BA,74.337.621.161.969
348,-14.86,-39.58,IBICARAI - BA,IBICARAI,BA,20.459.528.319.672
349,-13.41,-41.28,IBICOARA - BA,IBICOARA,BA,58.178.415.387.895
350,-14.84,-39.98,IBICUI - BA,IBICUI,BA,92.787.434.745.617
351,-11.64,-42.01,IBIPEBA - BA,IBIPEBA,BA,10.003.358.169.135
352,-12.88,-42.48,IBIPITANGA - BA,IBIPITANGA,BA,86.240.043.819.465
353,-12.65,-40.93,IBIQUERA - BA,IBIQUERA,BA,30.235.809.973.404
354,-14.16,-39.37,IBIRAPITANGA - BA,IBIRAPITANGA,BA,15.610.710.902.487
355,-17.68,-40.1,IBIRAPUA - BA,IBIRAPUA,BA,51.520.013.692.966
356,-14.06,-39.64,IBIRATAIA - BA,IBIRATAIA,BA,15.568.201.261.538
357,-12.65,-42.21,IBITIARA - BA,IBITIARA,BA,95.180.397.957.385
358,-11.54,-41.97,IBITITA - BA,IBITITA,BA,10.560.365.034.527
359,-12.18,-43.22,IBOTIRAMA - BA,IBOTIRAMA,BA,14.596.287.177.433
360,-11.74,-39.19,ICHU - BA,ICHU,BA,60.135.136.339.757
361,-13.77,-42.71,IGAPORA - BA,IGAPORA,BA,10.036.204.446.577
362,-13.82,-39.14,IGRAPIUNA - BA,IGRAPIUNA,BA,86.514.319.197.612
363,-14.75,-40.08,IGUAI - BA,IGUAI,BA,14.610.064.996.426
364,-14.78,-39.04,ILHEUS - BA,ILHEUS,BA,1.563.450.268.291
365,-11.78,-38.35,INHAMBUPE - BA,INHAMBUPE,BA,16.195.157.471.499
366,-12.3,-39.3,IPECAETA - BA,IPECAETA,BA,10.616.214.090.408
367,-14.13,-39.73,IPIAU - BA,IPIAU,BA,26.110.271.037.502
368,-12.15,-39.73,IPIRA - BA,IPIRA,BA,42.312.716.149.167
369,-11.82,-42.61,IPUPIARA - BA,IPUPIARA,BA,55.293.244.640.106
370,-13.25,-40.08,IRAJUBA - BA,IRAJUBA,BA,44.666.836.491.384
371,-13.28,-40.95,IRAMAIA - BA,IRAMAIA,BA,1.123.807.453.194
372,-12.24,-41.61,IRAQUARA - BA,IRAQUARA,BA,122.687.684.085
373,-12.05,-38.76,IRARA - BA,IRARA,BA,14.896.940.055.493
374,-11.3,-41.85,IRECE - BA,IRECE,BA,34.349.558.258.914
375,-16.57,-39.55,ITABELA - BA,ITABELA,BA,16.440.418.057.921
376,-12.52,-40.3,ITABERABA - BA,ITABERABA,BA,3.395.628.223.821
377,-14.78,-39.28,ITABUNA - BA,ITABUNA,BA,11.298.941.746.599
378,-14.27,-38.99,ITACARE - BA,ITACARE,BA,99.048.846.757.546
379,-12.98,-40.97,ITAETE - BA,ITAETE,BA,91.284.840.532.192
380,-14.16,-40,ITAGI - BA,ITAGI,BA,97.100.052.281.444
381,-14.28,-39.84,ITAGIBA - BA,ITAGIBA,BA,96.712.639.986.538
382,-16.08,-39.61,ITAGIMIRIM - BA,ITAGIMIRIM,BA,48.331.890.151.936
383,-11.01,-42.39,ITAGUACU DA BAHIA - BA,ITAGUACU DA BAHIA,BA,9.149.106.399.295
384,-15.14,-39.72,ITAJU DO COLONIA - BA,ITAJU DO COLONIA,BA,55.417.762.768.387
385,-14.67,-39.37,ITAJUIPE - BA,ITAJUIPE,BA,16.401.088.678.802
386,-17.03,-39.53,ITAMARAJU - BA,ITAMARAJU,BA,42.616.306.198.847
387,-13.77,-39.68,ITAMARI - BA,ITAMARI,BA,55.301.377.967.595
388,-15.24,-40.62,ITAMBE - BA,ITAMBE,BA,18.836.128.531.832
389,-12.26,-38.04,ITANAGRA - BA,ITANAGRA,BA,28.838.358.072.628
390,-17.16,-40.33,ITANHEM - BA,ITANHEM,BA,14.103.503.974.041
391,-12.88,-38.67,ITAPARICA - BA,ITAPARICA,BA,10.886.790.006.938
392,-14.89,-39.42,ITAPE - BA,ITAPE,BA,93.829.356.761.413
393,-15.95,-39.53,ITAPEBI - BA,ITAPEBI,BA,73.654.584.951.572
394,-15.24,-40.24,ITAPETINGA - BA,ITAPETINGA,BA,36.530.771.449.504
395,-11.31,-38.23,ITAPICURU - BA,ITAPICURU,BA,16.494.907.238.972
396,-14.42,-39.56,ITAPITANGA - BA,ITAPITANGA,BA,6.610.102.600.599
397,-13.45,-39.94,ITAQUARA - BA,ITAQUARA,BA,47.982.433.005.313
398,-15.66,-40.06,ITARANTIM - BA,ITARANTIM,BA,98.326.298.784.538
399,-12.71,-39.69,ITATIM - BA,ITATIM,BA,72.823.656.235.385
400,-13.53,-40.15,ITIRUCU - BA,ITIRUCU,BA,8.345.100.572.506
401,-10.69,-39.85,ITIUBA - BA,ITIUBA,BA,21.745.211.431.814
402,-15.11,-40.07,ITORORO - BA,ITORORO,BA,12.476.066.820.937
403,-13.81,-41.29,ITUACU - BA,ITUACU,BA,12.998.090.258.563
404,-13.73,-39.14,ITUBERA - BA,ITUBERA,BA,13.444.907.108.915
405,-14.41,-43.55,IUIU - BA,IUIU,BA,7.856.913.206.892
406,-13.61,-44.43,JABORANDI - BA,JABORANDI,BA,64.873.032.395.385
407,-14.85,-42.43,JACARACI - BA,JACARACI,BA,90.064.319.425.086
408,-11.18,-40.51,JACOBINA - BA,JACOBINA,BA,55.589.730.530.018
409,-13.53,-39.97,JAGUAQUARA - BA,JAGUAQUARA,BA,25.971.877.184.694
410,-10.26,-40.19,JAGUARARI - BA,JAGUARARI,BA,23.794.481.443.513
411,-13.11,-38.89,JAGUARIPE - BA,JAGUARIPE,BA,88.467.528.817.258
412,-11.56,-37.78,JANDAIRA - BA,JANDAIRA,BA,61.135.452.231.165
413,-13.85,-40.08,JEQUIE - BA,JEQUIE,BA,10.551.904.027.902
414,-10.06,-38.35,JEREMOABO - BA,JEREMOABO,BA,21.479.862.010.899
415,-13.25,-39.57,JIQUIRICA - BA,JIQUIRICA,BA,90.327.363.858.521
416,-14.01,-39.88,JITAUNA - BA,JITAUNA,BA,1.044.015.494.546
417,-11.35,-41.66,JOAO DOURADO - BA,JOAO DOURADO,BA,11.746.006.563.752
418,-9.41,-40.5,JUAZEIRO - BA,JUAZEIRO,BA,10.923.621.767.349
419,-16.84,-40.15,JUCURUCU - BA,JUCURUCU,BA,78.973.465.270.414
420,-11.04,-41.96,JUSSARA - BA,JUSSARA,BA,84.408.320.795.037
421,-15.19,-39.49,JUSSARI - BA,JUSSARI,BA,56.462.386.342.336
422,-13.51,-41.59,JUSSIAPE - BA,JUSSIAPE,BA,72.520.921.965.109
423,-13.65,-40.21,LAFAIETE COUTINHO - BA,LAFAIETE COUTINHO,BA,32.493.957.578.902
424,-14.03,-42.14,LAGOA REAL - BA,LAGOA REAL,BA,82.326.876.893.864
425,-13.18,-39.42,LAJE - BA,LAJE,BA,1.269.557.448.745
426,-17.61,-40.34,LAJEDAO - BA,LAJEDAO,BA,23.195.792.835.217
427,-12.35,-40.9,LAJEDINHO - BA,LAJEDINHO,BA,30.452.314.908.886
428,-13.47,-40.22,LAJEDO DO TABOCAL - BA,LAJEDO DO TABOCAL,BA,57.800.049.996.878
429,-11.78,-38.9,LAMARAO - BA,LAMARAO,BA,66.900.211.924.427
430,-11.38,-41.83,LAPAO - BA,LAPAO,BA,13.455.878.146.143
431,-12.89,-38.32,LAURO DE FREITAS - BA,LAURO DE FREITAS,BA,61.904.729.117.747
432,-12.56,-41.39,LENCOIS - BA,LENCOIS,BA,60.346.667.634.639
433,-14.68,-42.5,LICINIO DE ALMEIDA - BA,LICINIO DE ALMEIDA,BA,87.179.112.472.377
434,-13.64,-41.84,LIVRAMENTO DO BRUMADO - BA,LIVRAMENTO DO BRUMADO,BA,21.195.827.820.203
435,-12.13,-40.36,MACAJUBA - BA,MACAJUBA,BA,71.251.543.384.565
436,-15.56,-40.42,MACARANI - BA,MACARANI,BA,11.359.666.080.219
437,-13.01,-42.69,MACAUBAS - BA,MACAUBAS,BA,24.683.867.562.897
438,-9.16,-39.05,MACURURE - BA,MACURURE,BA,46.830.343.169.106
439,-12.74,-38.62,MADRE DE DEUS - BA,MADRE DE DEUS,BA,6.905.645.974.911
440,-14.66,-41.49,MAETINGA - BA,MAETINGA,BA,75.506.394.490.449
441,-15.62,-40.26,MAIQUINIQUE - BA,MAIQUINIQUE,BA,4.572.601.367.746
442,-11.71,-40.14,MAIRI - BA,MAIRI,BA,115.853.982.767
443,-14.33,-43.77,MALHADA - BA,MALHADA,BA,9.044.740.877.596
444,-14.38,-41.87,MALHADA DE PEDRAS - BA,MALHADA DE PEDRAS,BA,49.293.404.364.696
445,-14.14,-40.24,MANOEL VITORINO - BA,MANOEL VITORINO,BA,10.656.123.558.442
446,-10.71,-44.03,MANSIDAO - BA,MANSIDAO,BA,67.459.496.527.149
447,-13.44,-40.43,MARACAS - BA,MARACAS,BA,19.332.638.913.062
448,-12.77,-38.91,MARAGOGIPE - BA,MARAGOGIPE,BA,22.794.700.637.613
449,-14.1,-39.01,MARAU - BA,MARAU,BA,11.824.668.160.378
450,-13,-40.53,MARCIONILIO SOUZA - BA,MARCIONILIO SOUZA,BA,93.592.598.012.883
451,-15.56,-39.3,MASCOTE - BA,MASCOTE,BA,10.450.518.225.644
452,-12.53,-38.29,MATA DE SAO JOAO - BA,MATA DE SAO JOAO,BA,20.550.236.676.267
453,-13.9,-42.84,MATINA - BA,MATINA,BA,60.530.883.182.061
454,-17.37,-40.22,MEDEIROS NETO - BA,MEDEIROS NETO,BA,156.315.954.862
455,-11.42,-40.59,MIGUEL CALMON - BA,MIGUEL CALMON,BA,21.507.779.880.116
456,-12.87,-39.85,MILAGRES - BA,MILAGRES,BA,78.708.386.633.836
457,-10.95,-40.57,MIRANGABA - BA,MIRANGABA,BA,1.142.444.504.848
458,-14.24,-40.77,MIRANTE - BA,MIRANTE,BA,67.364.296.593.236
459,-10.43,-39.33,MONTE SANTO - BA,MONTE SANTO,BA,35.742.642.870.064
460,-11.55,-43.28,MORPARA - BA,MORPARA,BA,58.990.872.484.824
461,-11.55,-41.15,MORRO DO CHAPEU - BA,MORRO DO CHAPEU,BA,20.526.530.327.089
462,-15.02,-42.36,MORTUGABA - BA,MORTUGABA,BA,83.151.276.718.492
463,-13,-41.37,MUCUGE - BA,MUCUGE,BA,82.048.704.814.052
464,-18.08,-39.55,MUCURI - BA,MUCURI,BA,15.816.991.541.527
465,-11.96,-41.63,MULUNGU DO MORRO - BA,MULUNGU DO MORRO,BA,92.049.705.803.128
466,-11.85,-40.47,MUNDO NOVO - BA,MUNDO NOVO,BA,14.965.602.342.002
467,-13,-39.11,MUNIZ FERREIRA - BA,MUNIZ FERREIRA,BA,42.166.531.104.305
468,-12.06,-43.54,MUQUEM DE SAO FRANCISCO - BA,MUQUEM DE SAO FRANCISCO,BA,61.861.682.274.838
469,-12.62,-38.99,MURITIBA - BA,MURITIBA,BA,18.476.125.815.975
470,-13.22,-39.5,MUTUIPE - BA,MUTUIPE,BA,13.648.073.113.479
471,-13.03,-39.01,NAZARE - BA,NAZARE,BA,16.503.736.730.655
472,-13.59,-39.1,NILO PECANHA - BA,NILO PECANHA,BA,10.589.888.626.693
473,-10.82,-39.42,NORDESTINA - BA,NORDESTINA,BA,63.078.611.389.532
474,-14.79,-40.14,NOVA CANAA - BA,NOVA CANAA,BA,89.999.074.936.268
475,-11.6,-39.63,NOVA FATIMA - BA,NOVA FATIMA,BA,47.434.932.731.875
476,-13.81,-39.62,NOVA IBIA - BA,NOVA IBIA,BA,80.014.992.167.878
477,-13.02,-40.06,NOVA ITARANA - BA,NOVA ITARANA,BA,43.275.843.015.019
478,-12.81,-41.07,NOVA REDENCAO - BA,NOVA REDENCAO,BA,85.197.771.305.859
479,-11.23,-38.48,NOVA SOURE - BA,NOVA SOURE,BA,15.305.025.062.473
480,-17.89,-39.37,NOVA VICOSA - BA,NOVA VICOSA,BA,18.430.136.174.534
481,-12.8,-42.16,NOVO HORIZONTE - BA,NOVO HORIZONTE,BA,73.259.394.444.357
482,-10.31,-38.4,NOVO TRIUNFO - BA,NOVO TRIUNFO,BA,81.340.894.547.787
483,-11.36,-38.33,OLINDINA - BA,OLINDINA,BA,14.235.777.141.867
484,-12.31,-42.89,OLIVEIRA DOS BREJINHOS - BA,OLIVEIRA DOS BREJINHOS,BA,14.557.997.770.819
485,-12.01,-38.61,OURICANGAS - BA,OURICANGAS,BA,46.519.320.593.774
486,-10.97,-41.08,OUROLANDIA - BA,OUROLANDIA,BA,86.268.563.374.255
487,-14.26,-43.16,PALMAS DE MONTE ALTO - BA,PALMAS DE MONTE ALTO,BA,12.701.933.091.144
488,-12.52,-41.55,PALMEIRAS - BA,PALMEIRAS,BA,6.987.382.923.805
489,-13.44,-42.23,PARAMIRIM - BA,PARAMIRIM,BA,16.688.793.650.292
490,-12.69,-43.18,PARATINGA - BA,PARATINGA,BA,16.856.178.236.247
491,-10.68,-37.86,PARIPIRANGA - BA,PARIPIRANGA,BA,16.268.714.634.434
492,-15.46,-39.65,PAU BRASIL - BA,PAU BRASIL,BA,84.419.097.458.962
493,-9.4,-38.22,PAULO AFONSO - BA,PAULO AFONSO,BA,61.069.765.069.606
494,-11.83,-39.61,PE DE SERRA - BA,PE DE SERRA,BA,78.585.604.738.633
495,-12.15,-38.65,PEDRAO - BA,PEDRAO,BA,44.526.548.345.281
496,-10.01,-37.89,PEDRO ALEXANDRE - BA,PEDRO ALEXANDRE,BA,10.614.811.292.912
497,-13.15,-41.77,PIATA - BA,PIATA,BA,11.685.336.448.833
498,-10,-42.5,PILAO ARCADO - BA,PILAO ARCADO,BA,20.102.730.708.455
499,-14.49,-42.68,PINDAI - BA,PINDAI,BA,95.603.231.482.308
500,-10.74,-40.36,PINDOBACU - BA,PINDOBACU,BA,149.146.292.153
501,-11.81,-39.9,PINTADAS - BA,PINTADAS,BA,65.359.871.054.739
502,-13.76,-39.37,PIRAI DO NORTE - BA,PIRAI DO NORTE,BA,11.634.714.801.712
503,-14.94,-41.72,PIRIPA - BA,PIRIPA,BA,98.666.591.233.834
504,-11.73,-40.55,PIRITIBA - BA,PIRITIBA,BA,12.392.325.918.275
505,-13.25,-40.36,PLANALTINO - BA,PLANALTINO,BA,50.858.423.368.605
506,-14.67,-40.47,PLANALTO - BA,PLANALTO,BA,14.613.554.601.577
507,-14.53,-40.36,POCOES - BA,POCOES,BA,2.700.968.171.011
508,-12.43,-38.32,POJUCA - BA,POJUCA,BA,15.991.649.911.139
509,-10.86,-40.13,PONTO NOVO - BA,PONTO NOVO,BA,11.207.017.075.708
510,-16.45,-39.06,PORTO SEGURO - BA,PORTO SEGURO,BA,42.434.848.514.207
511,-15.59,-39.87,POTIRAGUA - BA,POTIRAGUA,BA,10.047.054.409.066
512,-17.34,-39.22,PRADO - BA,PRADO,BA,15.708.523.821.201
513,-11.29,-41.98,PRESIDENTE DUTRA - BA,PRESIDENTE DUTRA,BA,89.032.647.825.308
514,-14.68,-41.67,PRESIDENTE JANIO QUADROS - BA,PRESIDENTE JANIO QUADROS,BA,11.809.160.966.361
515,-13.44,-39.42,PRESIDENTE TANCREDO NEVES - BA,PRESIDENTE TANCREDO NEVES,BA,10.823.653.337.386
516,-10.97,-39.62,QUEIMADAS - BA,QUEIMADAS,BA,14.341.808.022.599
517,-10.75,-39.21,QUIJINGUE - BA,QUIJINGUE,BA,15.215.910.726.084
518,-11.41,-40.12,QUIXABEIRA - BA,QUIXABEIRA,BA,90.398.527.572.203
519,-12.4,-39.5,RAFAEL JAMBEIRO - BA,RAFAEL JAMBEIRO,BA,15.002.719.248.542
520,-9.62,-42.08,REMANSO - BA,REMANSO,BA,20.493.741.968.581
521,-11.49,-39.42,RETIROLANDIA - BA,RETIROLANDIA,BA,80.261.950.034.063
522,-11.74,-44.91,RIACHAO DAS NEVES - BA,RIACHAO DAS NEVES,BA,13.532.123.604.475
523,-11.81,-39.38,RIACHAO DO JACUIPE - BA,RIACHAO DO JACUIPE,BA,20.123.634.088.738
524,-13.6,-42.93,RIACHO DE SANTANA - BA,RIACHO DE SANTANA,BA,20.020.624.739.382
525,-11.04,-38.43,RIBEIRA DO AMPARO - BA,RIBEIRA DO AMPARO,BA,83.967.628.013.181
526,-10.83,-38.53,RIBEIRA DO POMBAL - BA,RIBEIRA DO POMBAL,BA,28.625.951.722.843
527,-15.45,-40.73,RIBEIRAO DO LARGO - BA,RIBEIRAO DO LARGO,BA,85.028.400.754.947
528,-13.57,-41.81,RIO DE CONTAS - BA,RIO DE CONTAS,BA,89.677.054.489.273
529,-14.41,-42.07,RIO DO ANTONIO - BA,RIO DO ANTONIO,BA,96.707.762.651.278
530,-13.12,-42.29,RIO DO PIRES - BA,RIO DO PIRES,BA,76.103.630.983.932
531,-11.48,-37.93,RIO REAL - BA,RIO REAL,BA,1.926.782.974.306
532,-8.85,-38.75,RODELAS - BA,RODELAS,BA,37.019.334.687.809
533,-12.28,-40.49,RUY BARBOSA - BA,RUY BARBOSA,BA,18.045.736.421.561
534,-12.87,-38.76,SALINAS DA MARGARIDA - BA,SALINAS DA MARGARIDA,BA,62.090.898.488.082
535,-12.97,-38.51,SALVADOR - BA,SALVADOR,BA,2211539
536,-11.95,-38.97,SANTA BARBARA - BA,SANTA BARBARA,BA,1.050.708.150.063
537,-9.73,-38.12,SANTA BRIGIDA - BA,SANTA BRIGIDA,BA,10.930.429.223.278
538,-16.27,-39.02,SANTA CRUZ CABRALIA - BA,SANTA CRUZ CABRALIA,BA,12.006.054.471.174
539,-14.96,-39.81,SANTA CRUZ DA VITORIA - BA,SANTA CRUZ DA VITORIA,BA,46.638.988.268.413
540,-13.29,-39.81,SANTA INES - BA,SANTA INES,BA,69.760.058.883.725
541,-15.42,-39.33,SANTA LUZIA - BA,SANTA LUZIA,BA,9.938.648.199.937
542,-13.39,-44.19,SANTA MARIA DA VITORIA - BA,SANTA MARIA DA VITORIA,BA,26.394.268.139.025
543,-11,-44.51,SANTA RITA DE CASSIA - BA,SANTA RITA DE CASSIA,BA,14.239.339.759.871
544,-12.77,-39.52,SANTA TERESINHA - BA,SANTA TERESINHA,BA,55.667.805.273.203
545,-11.25,-39.37,SANTALUZ - BA,SANTALUZ,BA,19.762.813.214.967
546,-12.98,-44.05,SANTANA - BA,SANTANA,BA,15.184.766.186.063
547,-12.01,-38.86,SANTANOPOLIS - BA,SANTANOPOLIS,BA,59.512.176.894.291
548,-12.54,-38.71,SANTO AMARO - BA,SANTO AMARO,BA,37.789.249.453.699
549,-12.96,-39.26,SANTO ANTONIO DE JESUS - BA,SANTO ANTONIO DE JESUS,BA,47.313.833.867.655
550,-12.43,-39.25,SANTO ESTEVAO - BA,SANTO ESTEVAO,BA,24.633.421.714.887
551,-12.36,-44.97,SAO DESIDERIO - BA,SAO DESIDERIO,BA,1.158.273.846.411
552,-11.5,-39.54,SAO DOMINGOS - BA,SAO DOMINGOS,BA,54.454.290.891.427
553,-12.84,-39.08,SAO FELIPE - BA,SAO FELIPE,BA,13.544.958.795.333
554,-12.6,-38.97,SAO FELIX - BA,SAO FELIX,BA,84.570.263.181.911
555,-13.4,-44.19,SAO FELIX DO CORIBE - BA,SAO FELIX DO CORIBE,BA,77.687.124.054.181
556,-12.62,-38.68,SAO FRANCISCO DO CONDE - BA,SAO FRANCISCO DO CONDE,BA,15.777.234.004.511
557,-11.22,-41.91,SAO GABRIEL - BA,SAO GABRIEL,BA,1.219.651.741.784
558,-12.43,-38.96,SAO GONCALO DOS CAMPOS - BA,SAO GONCALO DOS CAMPOS,BA,15.887.349.235.227
559,-15.08,-39.33,SAO JOSE DA VITORIA - BA,SAO JOSE DA VITORIA,BA,44.409.619.619.409
560,-11.41,-39.86,SAO JOSE DO JACUIPE - BA,SAO JOSE DO JACUIPE,BA,10.024.303.045.458
561,-13.04,-39.45,SAO MIGUEL DAS MATAS - BA,SAO MIGUEL DAS MATAS,BA,64.289.671.212.202
562,-12.51,-38.49,SAO SEBASTIAO DO PASSE - BA,SAO SEBASTIAO DO PASSE,BA,23.738.804.839.593
563,-12.72,-39.18,SAPEACU - BA,SAPEACU,BA,99.556.989.832.676
564,-11.6,-38.6,SATIRO DIAS - BA,SATIRO DIAS,BA,10.646.546.880.142
565,-12.73,-38.76,SAUBARA - BA,SAUBARA,BA,63.935.263.567.751
566,-10.94,-40.41,SAUDE - BA,SAUDE,BA,11.400.706.447.733
567,-12.41,-41.77,SEABRA - BA,SEABRA,BA,27.863.277.807.168
568,-14.57,-42.94,SEBASTIAO LARANJEIRAS - BA,SEBASTIAO LARANJEIRAS,BA,53.665.114.330.392
569,-10.46,-40.19,SENHOR DO BONFIM - BA,SENHOR DO BONFIM,BA,59.307.927.431.801
570,-9.74,-41.88,SENTO SE - BA,SENTO SE,BA,20.695.120.986.474
571,-13.57,-43.59,SERRA DO RAMALHO - BA,SERRA DO RAMALHO,BA,20.639.411.839.622
572,-12.76,-43.95,SERRA DOURADA - BA,SERRA DOURADA,BA,11.886.196.173.289
573,-12.16,-39.33,SERRA PRETA - BA,SERRA PRETA,BA,11.504.977.824.182
574,-11.66,-39,SERRINHA - BA,SERRINHA,BA,51.195.476.720.108
575,-11.41,-40.3,SERROLANDIA - BA,SERROLANDIA,BA,81.269.810.467.763
576,-12.78,-38.4,SIMOES FILHO - BA,SIMOES FILHO,BA,52.756.671.018.706
577,-13.08,-43.46,SITIO DO MATO - BA,SITIO DO MATO,BA,62.887.935.612.532
578,-10.35,-38.21,SITIO DO QUINTO - BA,SITIO DO QUINTO,BA,87.737.626.926.713
579,-9.45,-40.82,SOBRADINHO - BA,SOBRADINHO,BA,13.096.591.228.308
580,-12.08,-41.63,SOUTO SOARES - BA,SOUTO SOARES,BA,11.672.864.737.485
581,-12.7,-44,TABOCAS DO BREJO VELHO - BA,TABOCAS DO BREJO VELHO,BA,7.887.973.956.069
582,-14.02,-41.24,TANHACU - BA,TANHACU,BA,12.521.827.636.352
583,-13.54,-42.49,TANQUE NOVO - BA,TANQUE NOVO,BA,98.579.069.985.789
584,-11.97,-39.1,TANQUINHO - BA,TANQUINHO,BA,53.143.974.033.881
585,-13.53,-39.09,TAPEROA - BA,TAPEROA,BA,11.199.321.916.913
586,-11.84,-40.79,TAPIRAMUTA - BA,TAPIRAMUTA,BA,94.848.070.896.119
587,-17.53,-39.74,TEIXEIRA DE FREITAS - BA,TEIXEIRA DE FREITAS,BA,63.359.516.983.425
588,-12.29,-38.62,TEODORO SAMPAIO - BA,TEODORO SAMPAIO,BA,55.785.003.597.081
589,-11.48,-38.99,TEOFILANDIA - BA,TEOFILANDIA,BA,14.074.487.289.711
590,-13.6,-39.49,TEOLANDIA - BA,TEOLANDIA,BA,79.913.468.449.773
591,-12.39,-38.62,TERRA NOVA - BA,TERRA NOVA,BA,84.680.401.789.598
592,-14.97,-41.41,TREMEDAL - BA,TREMEDAL,BA,14.894.913.363.338
