ID,LATITUDE,LONGITUDE,Mun/UF,MUNICIPIO,UF,Valor
2567,-6.81,-38.65,BOM JESUS - PB,BOM JESUS,PB,11.563.143.000.722
2568,-6.44,-37.92,BOM SUCESSO - PB,BOM SUCESSO,PB,40.243.603.609.636
2569,-7.31,-38.51,BONITO DE SANTA FE - PB,BONITO DE SANTA FE,PB,56.172.289.928.919
2570,-7.48,-36.13,BOQUEIRAO - PB,BOQUEIRAO,PB,10.359.376.841.498
2571,-6.8,-35.62,BORBOREMA - PB,BORBOREMA,PB,27.137.947.314.804
2572,-6.34,-37.49,BREJO DO CRUZ - PB,BREJO DO CRUZ,PB,81.750.263.462.481
2573,-6.37,-37.82,BREJO DOS SANTOS - PB,BREJO DOS SANTOS,PB,3.408.583.749.556
2574,-7.51,-34.9,CAAPORA - PB,CAAPORA,PB,10.142.426.548.356
2575,-7.48,-36.28,CABACEIRAS - PB,CABACEIRAS,PB,26.651.034.214.514
2576,-6.98,-34.83,CABEDELO - PB,CABEDELO,PB,22.115.092.437.687
2577,-6.92,-38.67,CACHOEIRA DOS INDIOS - PB,CACHOEIRA DOS INDIOS,PB,54.349.120.018.602
2578,-7.12,-37.15,CACIMBA DE AREIA - PB,CACIMBA DE AREIA,PB,19.434.825.400.759
2579,-6.64,-35.79,CACIMBA DE DENTRO - PB,CACIMBA DE DENTRO,PB,11.285.927.517.118
2580,-7.21,-37.05,CACIMBAS - PB,CACIMBAS,PB,42.361.213.635.774
2581,-6.55,-35.41,CAICARA - PB,CAICARA,PB,45.792.033.074.198
2582,-6.89,-38.56,CAJAZEIRAS - PB,CAJAZEIRAS,PB,32.831.098.370.939
2583,-6.96,-37.8,CAJAZEIRINHAS - PB,CAJAZEIRINHAS,PB,21.169.675.734.739
2584,-7.1,-35.32,CALDAS BRANDAO - PB,CALDAS BRANDAO,PB,27.281.122.860.056
2585,-7.88,-36.82,CAMALAU - PB,CAMALAU,PB,38.255.668.394.681
2586,-7.23,-35.88,CAMPINA GRANDE - PB,CAMPINA GRANDE,PB,21.771.223.551.181
2587,-6.91,-35.17,CAPIM - PB,CAPIM,PB,29.834.263.820.157
2588,-7.72,-36.49,CARAUBAS - PB,CARAUBAS,PB,19.533.537.585.987
2589,-7.03,-38.34,CARRAPATEIRA - PB,CARRAPATEIRA,PB,12.838.206.051.994
2590,-6.75,-35.71,CASSERENGUE - PB,CASSERENGUE,PB,41.580.827.700.619
2591,-7.12,-37.6,CATINGUEIRA - PB,CATINGUEIRA,PB,31.798.332.289.675
2592,-6.34,-37.74,CATOLE DO ROCHA - PB,CATOLE DO ROCHA,PB,1.661.455.270.444
2593,-7.42,-36.02,CATURITE - PB,CATURITE,PB,23.072.848.785.964
2594,-7.56,-38.5,CONCEICAO - PB,CONCEICAO,PB,11.619.596.753.904
2595,-6.91,-37.6,CONDADO - PB,CONDADO,PB,48.084.565.182.782
2596,-7.26,-34.9,CONDE - PB,CONDE,PB,82.123.603.561.739
2597,-7.79,-36.66,CONGO - PB,CONGO,PB,28.306.241.847.458
2598,-7.01,-37.94,COREMAS - PB,COREMAS,PB,87.236.234.450.641
2599,-7.62,-36.6,COXIXOLA - PB,COXIXOLA,PB,82.703.813.690.929
2600,-7.14,-35.08,CRUZ DO ESPIRITO SANTO - PB,CRUZ DO ESPIRITO SANTO,PB,87.695.225.969.259
2601,-6.86,-36.37,CUBATI - PB,CUBATI,PB,43.741.507.998.431
2602,-6.48,-36.15,CUITE - PB,CUITE,PB,12.204.306.230.964
2603,-6.91,-35.25,CUITE DE MAMANGUAPE - PB,CUITE DE MAMANGUAPE,PB,40.150.673.115.665
2604,-6.89,-35.52,CUITEGI - PB,CUITEGI,PB,44.110.648.879.426
2605,-6.71,-35.26,CURRAL DE CIMA - PB,CURRAL DE CIMA,PB,31.169.373.813.362
2606,-7.58,-38.19,CURRAL VELHO - PB,CURRAL VELHO,PB,16.589.151.491.405
2607,-6.55,-35.89,DAMIAO - PB,DAMIAO,PB,20.906.998.328.728
2608,-7.29,-37.09,DESTERRO - PB,DESTERRO,PB,48.946.365.611.128
2609,-7.42,-38.26,DIAMANTE - PB,DIAMANTE,PB,4.318.879.027.081
2610,-6.61,-35.63,DONA INES - PB,DONA INES,PB,64.923.338.518.862
2611,-6.68,-35.41,DUAS ESTRADAS - PB,DUAS ESTRADAS,PB,33.856.610.248.727
2612,-7.1,-37.71,EMAS - PB,EMAS,PB,19.436.698.422.508
2613,-7.02,-35.86,ESPERANCA - PB,ESPERANCA,PB,18.317.703.514.436
2614,-7.35,-35.77,FAGUNDES - PB,FAGUNDES,PB,87.345.672.140.141
2615,-6.4,-36.45,FREI MARTINHO - PB,FREI MARTINHO,PB,1.781.161.289.211
2616,-7.58,-35.79,GADO BRAVO - PB,GADO BRAVO,PB,55.445.354.943.395
2617,-6.85,-35.49,GUARABIRA - PB,GUARABIRA,PB,31.836.068.639.702
2618,-7.12,-35.42,GURINHEM - PB,GURINHEM,PB,92.415.342.246.501
2619,-7.24,-36.48,GURJAO - PB,GURJAO,PB,19.300.223.864.626
2620,-7.5,-38.4,IBIARA - PB,IBIARA,PB,40.249.799.886.322
2621,-7.18,-38.14,IGARACY - PB,IGARACY,PB,37.059.411.531.916
2622,-7.39,-37.5,IMACULADA - PB,IMACULADA,PB,69.967.475.164.318
2623,-7.26,-35.61,INGA - PB,INGA,PB,10.878.321.231.918
2624,-7.32,-35.33,ITABAIANA - PB,ITABAIANA,PB,16.395.971.340.987
2625,-7.3,-38.15,ITAPORANGA - PB,ITAPORANGA,PB,14.090.549.756.904
2626,-6.83,-35.24,ITAPOROROCA - PB,ITAPOROROCA,PB,85.570.076.637.265
2627,-7.37,-35.62,ITATUBA - PB,ITATUBA,PB,64.159.960.915.905
2628,-6.61,-35.29,JACARAU - PB,JACARAU,PB,82.635.362.839.183
2629,-6.55,-37.8,JERICO - PB,JERICO,PB,47.732.402.139.721
2630,-7.11,-34.86,JOAO PESSOA - PB,JOAO PESSOA,PB,549363
2631,-7.17,-35.58,JUAREZ TAVORA - PB,JUAREZ TAVORA,PB,48.650.568.351.831
2632,-7.06,-36.57,JUAZEIRINHO - PB,JUAZEIRINHO,PB,8.600.198.677.249
2633,-6.99,-36.71,JUNCO DO SERIDO - PB,JUNCO DO SERIDO,PB,36.825.612.061.433
2634,-7.37,-35.23,JURIPIRANGA - PB,JURIPIRANGA,PB,61.550.709.848.175
2635,-7.53,-37.81,JURU - PB,JURU,PB,67.706.264.140.883
2636,-6.57,-37.91,LAGOA - PB,LAGOA,PB,36.199.961.844.303
2637,-6.67,-35.37,LAGOA DE DENTRO - PB,LAGOA DE DENTRO,PB,47.880.448.895.689
2638,-7.17,-35.85,LAGOA SECA - PB,LAGOA SECA,PB,14.595.158.381.215
2639,-6.51,-38.18,LASTRO - PB,LASTRO,PB,20.176.907.808.297
2640,-7.37,-36.94,LIVRAMENTO - PB,LIVRAMENTO,PB,45.404.223.331.685
2641,-6.61,-35.44,LOGRADOURO - PB,LOGRADOURO,PB,21.781.113.252.131
2642,-6.9,-34.86,LUCENA - PB,LUCENA,PB,52.446.384.757.183
2643,-7.25,-37.42,MAE D'AGUA - PB,MAE D'AGUA,PB,24.999.533.722.893
2644,-6.9,-37.52,MALTA - PB,MALTA,PB,37.570.069.131.853
2645,-6.83,-35.12,MAMANGUAPE - PB,MAMANGUAPE,PB,23.429.894.606.592
2646,-7.7,-38.15,MANAIRA - PB,MANAIRA,PB,76.631.943.072.616
2647,-6.77,-35.01,MARCACAO - PB,MARCACAO,PB,22.141.939.208.137
2648,-7.06,-35.31,MARI - PB,MARI,PB,13.440.792.483.255
2649,-6.84,-38.34,MARIZOPOLIS - PB,MARIZOPOLIS,PB,35.050.905.484.624
2650,-7.2,-35.78,MASSARANDUBA - PB,MASSARANDUBA,PB,81.561.967.403.619
2651,-6.6,-35.05,MATARACA - PB,MATARACA,PB,36.818.625.237.711
2652,-7.12,-35.76,MATINHAS - PB,MATINHAS,PB,39.622.838.234.792
2653,-6.53,-37.72,MATO GROSSO - PB,MATO GROSSO,PB,14.569.136.420.872
2654,-7.26,-37.35,MATUREIA - PB,MATUREIA,PB,30.735.220.709.833
2655,-7.29,-35.47,MOGEIRO - PB,MOGEIRO,PB,90.911.435.677.601
2656,-7.11,-35.91,MONTADAS - PB,MONTADAS,PB,2.664.252.922.277
2657,-7.21,-38.58,MONTE HOREBE - PB,MONTE HOREBE,PB,27.471.438.595.275
2658,-7.88,-37.12,MONTEIRO - PB,MONTEIRO,PB,18.174.297.424.371
2659,-7.02,-35.46,MULUNGU - PB,MULUNGU,PB,64.281.926.024.031
2660,-7.64,-35.55,NATUBA - PB,NATUBA,PB,65.148.867.534.408
2661,-6.91,-38.32,NAZAREZINHO - PB,NAZAREZINHO,PB,47.336.785.003.345
2662,-6.45,-36.2,NOVA FLORESTA - PB,NOVA FLORESTA,PB,57.030.117.915.293
2663,-7.48,-38.04,NOVA OLINDA - PB,NOVA OLINDA,PB,44.579.633.663.681
2664,-6.67,-36.42,NOVA PALMEIRA - PB,NOVA PALMEIRA,PB,21.512.660.716.066
2665,-7.22,-37.75,OLHO D'AGUA - PB,OLHO D'AGUA,PB,563.769.788.404
2666,-6.99,-36.24,OLIVEDOS - PB,OLIVEDOS,PB,20.775.918.047.808
2667,-7.62,-37.15,OURO VELHO - PB,OURO VELHO,PB,17.658.417.448.098
2668,-7.32,-36.65,PARARI - PB,PARARI,PB,8.244.337.761.191
2669,-7.13,-37.04,PASSAGEM - PB,PASSAGEM,PB,12.242.046.790.713
2670,-7.02,-37.28,PATOS - PB,PATOS,PB,52.751.920.221.401
2671,-6.59,-37.62,PAULISTA - PB,PAULISTA,PB,76.560.082.569.197
2672,-7.42,-38.06,PEDRA BRANCA - PB,PEDRA BRANCA,PB,25.259.305.919.811
2673,-6.75,-36.48,PEDRA LAVRADA - PB,PEDRA LAVRADA,PB,41.573.858.536.143
2674,-7.4,-35.11,PEDRAS DE FOGO - PB,PEDRAS DE FOGO,PB,18.049.179.123.597
2675,-6.63,-35.29,PEDRO REGIS - PB,PEDRO REGIS,PB,32.612.511.699.757
2676,-7.19,-37.92,PIANCO - PB,PIANCO,PB,10.176.735.524.622
2677,-6.55,-36.34,PICUI - PB,PICUI,PB,10.756.586.468.832
2678,-7.26,-35.26,PILAR - PB,PILAR,PB,64.330.629.688.066
2679,-6.9,-35.62,PILOES - PB,PILOES,PB,45.209.511.887.743
2680,-6.85,-35.52,PILOEZINHOS - PB,PILOEZINHOS,PB,32.419.608.444.103
2681,-6.78,-35.49,PIRPIRITUBA - PB,PIRPIRITUBA,PB,74.295.181.539.844
2682,-7.47,-34.8,PITIMBU - PB,PITIMBU,PB,7.787.694.142.293
2683,-7.07,-36.06,POCINHOS - PB,POCINHOS,PB,89.147.312.318.786
2684,-6.4,-38.49,POCO DANTAS - PB,POCO DANTAS,PB,22.622.863.225.386
2685,-6.57,-38.51,POCO DE JOSE DE MOURA - PB,POCO DE JOSE DE MOURA,PB,26.247.096.038.141
2686,-6.77,-37.8,POMBAL - PB,POMBAL,PB,20.298.368.578.531
2687,-7.69,-37.08,PRATA - PB,PRATA,PB,2.340.989.860.696
2688,-7.73,-37.99,PRINCESA ISABEL - PB,PRINCESA ISABEL,PB,11.018.207.531.189
2689,-7.16,-35.96,PUXINANA - PB,PUXINANA,PB,72.519.903.338.652
2690,-7.35,-35.89,QUEIMADAS - PB,QUEIMADAS,PB,23.320.105.955.665
2691,-7.03,-37.14,QUIXABA - PB,QUIXABA,PB,10.585.573.320.596
2692,-6.9,-35.83,REMIGIO - PB,REMIGIO,PB,95.060.187.357.841
2693,-6.55,-35.64,RIACHAO - PB,RIACHAO,PB,15.410.472.204.734
2694,-7.24,-35.66,RIACHAO DO BACAMARTE - PB,RIACHAO DO BACAMARTE,PB,2.226.024.784.104
2695,-7.14,-35.25,RIACHAO DO POCO - PB,RIACHAO DO POCO,PB,34.179.930.014.425
2696,-7.69,-36.15,RIACHO DE SANTO ANTONIO - PB,RIACHO DE SANTO ANTONIO,PB,75.277.181.961.403
2697,-6.37,-37.65,RIACHO DOS CAVALOS - PB,RIACHO DOS CAVALOS,PB,55.370.029.599.113
2698,-6.8,-35.08,RIO TINTO - PB,RIO TINTO,PB,14.845.301.088.405
2699,-7.1,-36.84,SALGADINHO - PB,SALGADINHO,PB,1.792.221.573.766
2700,-7.35,-35.44,SALGADO DE SAO FELIX - PB,SALGADO DE SAO FELIX,PB,80.307.165.328.327
2701,-7.73,-35.87,SANTA CECILIA DE UMBUZEIRO - PB,SANTA CECILIA DE UMBUZEIRO,PB,46.277.260.413.535
2702,-6.53,-38.06,SANTA CRUZ - PB,SANTA CRUZ,PB,45.558.294.482.046
2703,-6.72,-38.63,SANTA HELENA - PB,SANTA HELENA,PB,37.826.066.945.914
2704,-7.62,-38.55,SANTA INES - PB,SANTA INES,PB,24.961.536.287.056
2705,-6.87,-36.91,SANTA LUZIA - PB,SANTA LUZIA,PB,83.051.373.445.028
2706,-7.11,-34.97,SANTA RITA - PB,SANTA RITA,PB,70.696.879.609.642
2707,-7.11,-37.45,SANTA TERESINHA - PB,SANTA TERESINHA,PB,30.548.882.355.695
2708,-7.55,-38.33,SANTANA DE MANGUEIRA - PB,SANTANA DE MANGUEIRA,PB,39.632.501.358.778
2709,-7.38,-37.98,SANTANA DOS GARROTES - PB,SANTANA DOS GARROTES,PB,49.840.229.221.035
2710,-6.49,-38.47,SANTAREM - PB,SANTAREM,PB,16.597.933.111.686
2711,-7.21,-36.63,SANTO ANDRE - PB,SANTO ANDRE,PB,19.045.521.728.793
2712,-6.48,-37.45,SAO BENTO - PB,SAO BENTO,PB,171.649.906.022
2713,-6.9,-37.72,SAO BENTO DE POMBAL - PB,SAO BENTO DE POMBAL,PB,21.425.150.091.698
2714,-6.81,-37.94,SAO DOMINGOS DE POMBAL - PB,SAO DOMINGOS DE POMBAL,PB,21.903.847.492.294
2715,-7.63,-36.43,SAO DOMINGOS DO CARIRI - PB,SAO DOMINGOS DO CARIRI,PB,11.029.227.642.987
2716,-6.61,-38.09,SAO FRANCISCO - PB,SAO FRANCISCO,PB,22.030.108.613.186
2717,-7.39,-36.53,SAO JOAO DO CARIRI - PB,SAO JOAO DO CARIRI,PB,2.881.126.103.983
2718,-6.72,-38.44,SAO JOAO DO RIO DO PEIXE - PB,SAO JOAO DO RIO DO PEIXE,PB,11.399.865.005.675
2719,-8.07,-36.84,SAO JOAO DO TIGRE - PB,SAO JOAO DO TIGRE,PB,27.285.088.675.135
2720,-6.94,-38.16,SAO JOSE DA LAGOA TAPADA - PB,SAO JOSE DA LAGOA TAPADA,PB,52.941.542.602.414
2721,-7.24,-38.3,SAO JOSE DE CAIANA - PB,SAO JOSE DE CAIANA,PB,36.185.561.048.283
2722,-6.84,-37.32,SAO JOSE DE ESPINHARAS - PB,SAO JOSE DE ESPINHARAS,PB,3.461.861.378.857
2723,-7.12,-38.5,SAO JOSE DE PIRANHAS - PB,SAO JOSE DE PIRANHAS,PB,10.561.153.021.411
2724,-7.73,-38.09,SAO JOSE DE PRINCESA - PB,SAO JOSE DE PRINCESA,PB,31.794.356.026.004
2725,-7.16,-37.3,SAO JOSE DO BONFIM - PB,SAO JOSE DO BONFIM,PB,17.763.962.251.652
2726,-6.21,-37.35,SAO JOSE DO BREJO DO CRUZ - PB,SAO JOSE DO BREJO DO CRUZ,PB,92.003.885.554.023
2727,-6.77,-36.79,SAO JOSE DO SABUGI - PB,SAO JOSE DO SABUGI,PB,25.702.922.137.685
2728,-7.39,-36.8,SAO JOSE DOS CORDEIROS - PB,SAO JOSE DOS CORDEIROS,PB,25.533.306.345.114
2729,-7.25,-35.38,SAO JOSE DOS RAMOS - PB,SAO JOSE DOS RAMOS,PB,31.612.218.721.583
2730,-6.92,-37.09,SAO MAMEDE - PB,SAO MAMEDE,PB,51.524.421.238.503
2731,-7.25,-35.21,SAO MIGUEL DE TAIPU - PB,SAO MIGUEL DE TAIPU,PB,27.199.321.245.234
2732,-7.08,-35.83,SAO SEBASTIAO DE LAGOA DE ROCA - PB,SAO SEBASTIAO DE LAGOA DE ROCA,PB,61.525.121.594.356
2733,-8.15,-37.01,SAO SEBASTIAO DO UMBUZEIRO - PB,SAO SEBASTIAO DO UMBUZEIRO,PB,15.144.334.340.916
2734,-7.09,-35.23,SAPE - PB,SAPE,PB,3.108.373.912.296
2735,-6.93,-36.4,SERIDO - PB,SERIDO,PB,55.888.980.475.095
2736,-7.48,-36.66,SERRA BRANCA - PB,SERRA BRANCA,PB,80.720.763.018.178
2737,-6.68,-35.44,SERRA DA RAIZ - PB,SERRA DA RAIZ,PB,22.547.415.565.431
2738,-7.21,-38.37,SERRA GRANDE - PB,SERRA GRANDE,PB,17.809.285.925.328
2739,-7.17,-35.67,SERRA REDONDA - PB,SERRA REDONDA,PB,46.933.730.617.817
2740,-6.85,-35.62,SERRARIA - PB,SERRARIA,PB,56.469.755.442.795
2741,-6.75,-35.44,SERTAOZINHO - PB,SERTAOZINHO,PB,13.924.173.471.432
2742,-7.14,-35.23,SOBRADO - PB,SOBRADO,PB,3.887.656.002.061
2743,-6.77,-35.69,SOLANEA - PB,SOLANEA,PB,19.430.417.847.313
2744,-7.05,-36.36,SOLEDADE - PB,SOLEDADE,PB,76.606.551.755.616
2745,-6.76,-36.25,SOSSEGO - PB,SOSSEGO,PB,16.149.481.173.003
2746,-6.76,-38.23,SOUSA - PB,SOUSA,PB,37.254.742.335.641
2747,-7.67,-36.88,SUME - PB,SUME,PB,10.475.829.230.583
2748,-6.48,-35.63,TACIMA - PB,TACIMA,PB,65.825.026.598.875
2749,-7.2,-36.82,TAPEROA - PB,TAPEROA,PB,8.299.300.451.389
2750,-7.63,-37.87,TAVARES - PB,TAVARES,PB,88.268.112.365.555
2751,-7.22,-37.25,TEIXEIRA - PB,TEIXEIRA,PB,85.943.964.831.707
2752,-6.94,-36.62,TENORIO - PB,TENORIO,PB,14.405.867.131.926
2753,-6.57,-38.59,TRIUNFO - PB,TRIUNFO,PB,58.769.158.831.226
2754,-6.51,-38.41,UIRAUNA - PB,UIRAUNA,PB,85.948.968.911.526
2755,-7.69,-35.66,UMBUZEIRO - PB,UMBUZEIRO,PB,67.630.248.711.297
2756,-6.77,-36.99,VARZEA - PB,VARZEA,PB,14.195.981.552.462
2757,-6.5,-38.25,VIEIROPOLIS - PB,VIEIROPOLIS,PB,28.039.199.520.112
2758,-6.73,-37.56,VISTA SERRANA - PB,VISTA SERRANA,PB,2.049.252.817.699
2759,-8.07,-37.09,ZABELE - PB,ZABELE,PB,13.280.292.736.504
2760,-7.91,-34.9,ABREU E LIMA - PE,ABREU E LIMA,PE,48.584.893.220.507
2761,-7.75,-37.63,AFOGADOS DA INGAZEIRA - PE,AFOGADOS DA INGAZEIRA,PE,19.396.523.539.075
2762,-8.51,-41,AFRANIO - PE,AFRANIO,PE,85.336.595.640.325
2763,-8.45,-35.94,AGRESTINA - PE,AGRESTINA,PE,11.077.882.916.099
2764,-8.7,-35.53,AGUA PRETA - PE,AGUA PRETA,PE,17.700.217.912.316
2765,-9.11,-37.12,AGUAS BELAS - PE,AGUAS BELAS,PE,24.945.607.269.605
2766,-8.46,-36.77,ALAGOINHA - PE,ALAGOINHA,PE,74.021.019.982.114
2767,-7.6,-35.23,ALIANCA - PE,ALIANCA,PE,24.742.305.039.317
2768,-8.49,-36.05,ALTINHO - PE,ALTINHO,PE,14.985.541.935.318
2769,-8.38,-35.45,AMARAJI - PE,AMARAJI,PE,13.463.949.116.778
2770,-8.89,-36.28,ANGELIM - PE,ANGELIM,PE,57.060.315.478.294
2771,-7.79,-35.09,ARACOIABA - PE,ARACOIABA,PE,80.604.747.137.888
2772,-7.57,-40.49,ARARIPINA - PE,ARARIPINA,PE,41.062.439.568.302
2773,-8.41,-37.05,ARCOVERDE - PE,ARCOVERDE,PE,3.745.978.396.044
2774,-8.42,-35.65,BARRA DE GUABIRABA - PE,BARRA DE GUABIRABA,PE,66.526.882.918.504
2775,-8.81,-35.18,BARREIROS - PE,BARREIROS,PE,2.526.363.724.501
2776,-8.61,-35.8,BELEM DE MARIA - PE,BELEM DE MARIA,PE,92.080.342.261.438
2777,-8.75,-38.96,BELEM DE SAO FRANCISCO - PE,BELEM DE SAO FRANCISCO,PE,14.852.744.194.336
2778,-8.33,-36.42,BELO JARDIM - PE,BELO JARDIM,PE,42.800.668.230.133
2779,-8.27,-38.03,BETANIA - PE,BETANIA,PE,72.307.924.707.446
2780,-8.23,-35.79,BEZERROS - PE,BEZERROS,PE,34.316.026.092.244
2781,-7.77,-39.94,BODOCO - PE,BODOCO,PE,15.694.926.896.301
2782,-9.17,-36.68,BOM CONSELHO - PE,BOM CONSELHO,PE,24.974.976.159.259
2783,-7.79,-35.58,BOM JARDIM - PE,BOM JARDIM,PE,23.114.636.187.013
2784,-8.47,-35.72,BONITO - PE,BONITO,PE,23.344.476.290.695
2785,-9.03,-36.56,BREJAO - PE,BREJAO,PE,56.592.960.310.413
2786,-7.34,-37.28,BREJINHO - PE,BREJINHO,PE,46.398.660.716.731
2787,-8.14,-36.37,BREJO DA MADRE DE DEUS - PE,BREJO DA MADRE DE DEUS,PE,24.389.637.021.136
2788,-7.72,-35.32,BUENOS AIRES - PE,BUENOS AIRES,PE,7.846.682.155.417
2789,-8.62,-37.15,BUIQUE - PE,BUIQUE,PE,25.227.674.100.954
2790,-8.28,-35.03,CABO DE SANTO AGOSTINHO - PE,CABO DE SANTO AGOSTINHO,PE,84.606.793.123.035
2791,-8.51,-39.3,CABROBO - PE,CABROBO,PE,1.747.186.750.694
2792,-8.48,-36.23,CACHOEIRINHA - PE,CACHOEIRINHA,PE,10.354.917.097.694
2793,-8.77,-36.62,CAETES - PE,CAETES,PE,12.546.941.642.386
2794,-8.74,-36.33,CALCADO - PE,CALCADO,PE,73.477.394.480.787
2795,-7.94,-38.15,CALUMBI - PE,CALUMBI,PE,47.440.476.529.994
2796,-8.02,-34.98,CAMARAGIBE - PE,CAMARAGIBE,PE,72.539.991.423.137
2797,-8.35,-35.76,CAMOCIM DE SAO FELIX - PE,CAMOCIM DE SAO FELIX,PE,95.481.114.060.889
2798,-7.4,-35.27,CAMUTANGA - PE,CAMUTANGA,PE,4.970.055.986.058
2799,-8.88,-36.19,CANHOTINHO - PE,CANHOTINHO,PE,15.697.014.272.962
2800,-8.73,-36.62,CAPOEIRAS - PE,CAPOEIRAS,PE,12.845.923.488.175
2801,-7.8,-37.79,CARNAIBA - PE,CARNAIBA,PE,12.280.160.033.836
2802,-8.32,-38.74,CARNAUBEIRA DA PENHA - PE,CARNAUBEIRA DA PENHA,PE,69.558.847.661.515
2803,-7.85,-35.25,CARPINA - PE,CARPINA,PE,37.683.081.772.596
2804,-8.28,-35.97,CARUARU - PE,CARUARU,PE,15.960.415.235.662
2805,-7.74,-35.72,CASINHAS - PE,CASINHAS,PE,82.629.976.101.152
2806,-8.66,-35.71,CATENDE - PE,CATENDE,PE,19.756.872.374.259
2807,-7.72,-39.23,CEDRO - PE,CEDRO,PE,52.195.775.225.421
2808,-8,-35.21,CHA DE ALEGRIA - PE,CHA DE ALEGRIA,PE,69.485.054.428.454
2809,-8.23,-35.46,CHA GRANDE - PE,CHA GRANDE,PE,10.057.929.024.018
2810,-7.58,-35.1,CONDADO - PE,CONDADO,PE,13.351.433.542.994
2811,-9.12,-36.33,CORRENTES - PE,CORRENTES,PE,10.830.487.636.492
2812,-8.47,-35.54,CORTES - PE,CORTES,PE,87.336.312.633.721
2813,-8,-35.69,CUMARU - PE,CUMARU,PE,13.925.860.142.514
2814,-8.61,-35.95,CUPIRA - PE,CUPIRA,PE,15.652.558.433.771
2815,-8.08,-37.64,CUSTODIA - PE,CUSTODIA,PE,17.564.047.778.448
2816,-8.44,-40.77,DORMENTES - PE,DORMENTES,PE,85.404.478.966.313
2817,-8.35,-35.22,ESCADA - PE,ESCADA,PE,37.964.317.056.105
2818,-7.51,-39.72,EXU - PE,EXU,PE,20.870.682.993.523
2819,-7.95,-35.38,FEIRA NOVA - PE,FEIRA NOVA,PE,11.440.630.203.397
2820,-3.84,-32.41,FERNANDO DE NORONHA - PE,FERNANDO DE NORONHA,PE,12.419.486.306.225
2821,-7.44,-35.24,FERREIROS - PE,FERREIROS,PE,70.874.460.911.694
2822,-7.86,-37.97,FLORES - PE,FLORES,PE,14.090.886.346.845
2823,-8.6,-38.56,FLORESTA - PE,FLORESTA,PE,15.028.524.448.439
2824,-7.94,-35.91,FREI MIGUELINHO - PE,FREI MIGUELINHO,PE,83.134.637.105.281
2825,-8.58,-35.38,GAMELEIRA - PE,GAMELEIRA,PE,13.852.015.968.723
2826,-8.89,-36.49,GARANHUNS - PE,GARANHUNS,PE,74.601.966.393.092
2827,-8,-35.29,GLORIA DO GOITA - PE,GLORIA DO GOITA,PE,18.982.101.739.077
2828,-7.56,-35,GOIANA - PE,GOIANA,PE,4.036.112.407.268
2829,-7.71,-39.61,GRANITO - PE,GRANITO,PE,37.373.326.838.205
2830,-8.2,-35.56,GRAVATA - PE,GRAVATA,PE,38.820.447.736.864
2831,-9.04,-36.84,IATI - PE,IATI,PE,11.153.212.557.758
2832,-8.54,-37.69,IBIMIRIM - PE,IBIMIRIM,PE,17.210.180.614.409
2833,-8.58,-36.17,IBIRAJUBA - PE,IBIRAJUBA,PE,44.869.004.304.995
2834,-7.83,-34.9,IGARASSU - PE,IGARASSU,PE,4.488.115.740.415
2835,-7.83,-37.51,IGUARACI - PE,IGUARACI,PE,7.707.726.700.972
2836,-8.9,-37.82,INAJA - PE,INAJA,PE,69.363.437.527.449
2837,-7.67,-37.46,INGAZEIRA - PE,INGAZEIRA,PE,30.411.059.006.108
2838,-8.39,-35.06,IPOJUCA - PE,IPOJUCA,PE,29.456.732.693.331
2839,-7.65,-40.14,IPUBI - PE,IPUBI,PE,13.939.921.335.147
2840,-8.83,-38.7,ITACURUBA - PE,ITACURUBA,PE,2.390.207.051.147
2841,-8.94,-37.42,ITAIBA - PE,ITAIBA,PE,15.048.657.645.393
2842,-7.74,-34.82,ITAMARACA - PE,ITAMARACA,PE,87.144.027.098.336
2843,-7.41,-35.11,ITAMBE - PE,ITAMBE,PE,2.036.028.332.364
2844,-7.37,-37.19,ITAPETIM - PE,ITAPETIM,PE,92.156.746.527.287
2845,-7.77,-34.89,ITAPISSUMA - PE,ITAPISSUMA,PE,12.512.411.294.923
2846,-7.66,-35.1,ITAQUITINGA - PE,ITAQUITINGA,PE,97.802.753.163.478
2847,-8.11,-35.01,JABOATAO DOS GUARARAPES - PE,JABOATAO DOS GUARARAPES,PE,529966
2848,-8.72,-35.79,JAQUEIRA - PE,JAQUEIRA,PE,66.773.763.545.941
2849,-7.99,-36.49,JATAUBA - PE,JATAUBA,PE,10.430.168.792.095
2850,-9.18,-38.26,JATOBA - PE,JATOBA,PE,68.815.469.175.849
2851,-7.85,-35.58,JOAO ALFREDO - PE,JOAO ALFREDO,PE,16.831.689.558.728
2852,-8.62,-35.53,JOAQUIM NABUCO - PE,JOAQUIM NABUCO,PE,10.010.852.190.432
2853,-8.7,-36.48,JUCATI - PE,JUCATI,PE,53.525.074.777.571
2854,-8.71,-36.41,JUPI - PE,JUPI,PE,73.239.236.889.262
2855,-8.71,-36.13,JUREMA - PE,JUREMA,PE,780.152.741.936
2856,-7.84,-35.32,LAGOA DO CARRO - PE,LAGOA DO CARRO,PE,76.021.162.433.584
2857,-7.93,-35.29,LAGOA DO ITAENGA - PE,LAGOA DO ITAENGA,PE,11.057.808.144.985
2858,-9.12,-36.45,LAGOA DO OURO - PE,LAGOA DO OURO,PE,69.795.471.858.846
